sample_id,class_id,action_name,user_id,trial_id,fold_split,unique_frames,retained_frames,single_person_frames,confident_multi_person_frames,ambiguous_frames,retained_segments,retention_rate
train__c21__user23__4-1-2,21,Read_documents,user23,4-1-2,validation,33,33,33,0,0,1,1.0
train__c21__user23__4-1-3,21,Read_documents,user23,4-1-3,validation,44,44,44,0,0,1,1.0
train__c21__user24__1-2-1,21,Read_documents,user24,1-2-1,validation,135,135,135,0,0,1,1.0
train__c21__user24__1-2-2,21,Read_documents,user24,1-2-2,validation,36,36,36,0,0,1,1.0
train__c21__user24__1-2-3,21,Read_documents,user24,1-2-3,validation,48,48,48,0,0,1,1.0
train__c21__user24__7-2-1,21,Read_documents,user24,7-2-1,validation,83,83,83,0,0,1,1.0
train__c21__user24__7-2-2,21,Read_documents,user24,7-2-2,validation,45,45,45,0,0,1,1.0
train__c21__user24__7-2-3,21,Read_documents,user24,7-2-3,validation,51,50,50,0,1,2,0.9803921568627451
train__c21__user2__3-2-2,21,Read_documents,user2,3-2-2,train,7,7,7,0,0,1,1.0
train__c21__user2__3-2-3,21,Read_documents,user2,3-2-3,train,15,15,15,0,0,1,1.0
train__c21__user3__4-1-1,21,Read_documents,user3,4-1-1,train,105,105,105,0,0,1,1.0
train__c21__user3__4-1-2,21,Read_documents,user3,4-1-2,train,94,94,94,0,0,1,1.0
train__c21__user3__4-1-3,21,Read_documents,user3,4-1-3,train,72,72,72,0,0,1,1.0
train__c21__user3__5-2-1,21,Read_documents,user3,5-2-1,train,99,99,99,0,0,3,1.0
train__c21__user3__5-2-2,21,Read_documents,user3,5-2-2,train,50,50,50,0,0,3,1.0
train__c21__user3__5-2-3,21,Read_documents,user3,5-2-3,train,94,94,94,0,0,3,1.0
train__c21__user3__6-2-2,21,Read_documents,user3,6-2-2,train,31,31,31,0,0,1,1.0
train__c21__user3__6-2-3,21,Read_documents,user3,6-2-3,train,24,24,24,0,0,1,1.0
train__c21__user4__4-1-1,21,Read_documents,user4,4-1-1,validation,9,9,9,0,0,1,1.0
train__c21__user4__4-1-2,21,Read_documents,user4,4-1-2,validation,12,12,12,0,0,1,1.0
train__c21__user4__4-1-3,21,Read_documents,user4,4-1-3,validation,6,6,6,0,0,1,1.0
train__c21__user6__4-1-1,21,Read_documents,user6,4-1-1,train,47,47,46,1,0,1,1.0
train__c21__user6__4-1-2,21,Read_documents,user6,4-1-2,train,37,37,33,4,0,1,1.0
train__c21__user6__4-1-3,21,Read_documents,user6,4-1-3,train,26,26,26,0,0,1,1.0
train__c21__user6__7-3-1,21,Read_documents,user6,7-3-1,train,52,52,52,0,0,1,1.0
train__c21__user6__7-3-2,21,Read_documents,user6,7-3-2,train,42,42,37,5,0,1,1.0
train__c21__user6__7-3-3,21,Read_documents,user6,7-3-3,train,48,48,47,1,0,1,1.0
train__c21__user7__4-1-1,21,Read_documents,user7,4-1-1,train,63,63,63,0,0,1,1.0
train__c21__user7__4-1-2,21,Read_documents,user7,4-1-2,train,46,46,46,0,0,1,1.0
train__c21__user7__4-1-3,21,Read_documents,user7,4-1-3,train,33,33,33,0,0,1,1.0
train__c21__user8__1-2-1,21,Read_documents,user8,1-2-1,train,49,49,49,0,0,1,1.0
train__c21__user8__1-2-2,21,Read_documents,user8,1-2-2,train,24,24,24,0,0,1,1.0
train__c21__user8__1-2-3,21,Read_documents,user8,1-2-3,train,40,40,40,0,0,1,1.0
train__c21__user8__4-1-1,21,Read_documents,user8,4-1-1,train,73,73,73,0,0,1,1.0
train__c21__user8__4-1-2,21,Read_documents,user8,4-1-2,train,45,45,44,1,0,1,1.0
train__c21__user8__4-1-3,21,Read_documents,user8,4-1-3,train,32,32,32,0,0,1,1.0
train__c21__user9__4-1-1,21,Read_documents,user9,4-1-1,train,47,47,47,0,0,1,1.0
train__c21__user9__4-1-2,21,Read_documents,user9,4-1-2,train,37,37,37,0,0,1,1.0
train__c21__user9__4-1-3,21,Read_documents,user9,4-1-3,train,45,45,45,0,0,1,1.0
train__c21__user9__6-1-1,21,Read_documents,user9,6-1-1,train,47,47,47,0,0,1,1.0
train__c21__user9__6-1-2,21,Read_documents,user9,6-1-2,train,27,27,27,0,0,1,1.0
train__c21__user9__6-1-3,21,Read_documents,user9,6-1-3,train,24,24,23,1,0,1,1.0
train__c22__user16__4-1-1,22,Turn_pages,user16,4-1-1,train,47,47,47,0,0,1,1.0
train__c22__user16__4-1-2,22,Turn_pages,user16,4-1-2,train,33,33,33,0,0,1,1.0
train__c22__user16__4-1-3,22,Turn_pages,user16,4-1-3,train,48,48,48,0,0,1,1.0
train__c22__user16__7-3-1,22,Turn_pages,user16,7-3-1,train,64,64,64,0,0,1,1.0
train__c22__user16__7-3-2,22,Turn_pages,user16,7-3-2,train,68,68,68,0,0,1,1.0
train__c22__user16__7-3-3,22,Turn_pages,user16,7-3-3,train,48,48,48,0,0,1,1.0
train__c22__user18__1-2-1,22,Turn_pages,user18,1-2-1,train,22,22,22,0,0,1,1.0
train__c22__user18__1-2-2,22,Turn_pages,user18,1-2-2,train,21,21,20,1,0,1,1.0
train__c22__user18__1-2-3,22,Turn_pages,user18,1-2-3,train,23,23,23,0,0,1,1.0
train__c22__user18__4-1-1,22,Turn_pages,user18,4-1-1,train,63,63,63,0,0,1,1.0
train__c22__user18__4-1-2,22,Turn_pages,user18,4-1-2,train,15,15,15,0,0,1,1.0
train__c22__user18__4-1-3,22,Turn_pages,user18,4-1-3,train,31,31,31,0,0,1,1.0
train__c22__user1__6-2-1,22,Turn_pages,user1,6-2-1,train,30,30,30,0,0,1,1.0
train__c22__user1__6-2-2,22,Turn_pages,user1,6-2-2,train,19,19,19,0,0,1,1.0
train__c22__user1__6-2-3,22,Turn_pages,user1,6-2-3,train,37,37,37,0,0,1,1.0
train__c22__user20__2-2-1,22,Turn_pages,user20,2-2-1,train,27,27,27,0,0,1,1.0
train__c22__user20__2-2-2,22,Turn_pages,user20,2-2-2,train,31,31,31,0,0,1,1.0
train__c22__user20__2-2-3,22,Turn_pages,user20,2-2-3,train,11,11,11,0,0,1,1.0
train__c22__user20__4-1-1,22,Turn_pages,user20,4-1-1,train,33,33,33,0,0,1,1.0
train__c22__user20__4-1-2,22,Turn_pages,user20,4-1-2,train,29,29,29,0,0,1,1.0
train__c22__user20__4-1-3,22,Turn_pages,user20,4-1-3,train,28,28,28,0,0,1,1.0
train__c22__user21__2-2-1,22,Turn_pages,user21,2-2-1,train,102,102,102,0,0,2,1.0
train__c22__user21__2-2-2,22,Turn_pages,user21,2-2-2,train,66,66,66,0,0,2,1.0
train__c22__user21__2-2-3,22,Turn_pages,user21,2-2-3,train,66,66,66,0,0,2,1.0
train__c22__user22__4-1-1,22,Turn_pages,user22,4-1-1,train,52,52,52,0,0,1,1.0
train__c22__user22__4-1-2,22,Turn_pages,user22,4-1-2,train,39,39,39,0,0,1,1.0
train__c22__user22__4-1-3,22,Turn_pages,user22,4-1-3,train,14,14,14,0,0,1,1.0
train__c22__user24__1-2-1,22,Turn_pages,user24,1-2-1,validation,46,46,46,0,0,1,1.0
train__c22__user24__1-2-2,22,Turn_pages,user24,1-2-2,validation,31,31,31,0,0,1,1.0
train__c22__user24__1-2-3,22,Turn_pages,user24,1-2-3,validation,41,41,41,0,0,1,1.0
train__c22__user24__7-2-1,22,Turn_pages,user24,7-2-1,validation,14,14,14,0,0,1,1.0
train__c22__user24__7-2-2,22,Turn_pages,user24,7-2-2,validation,28,28,28,0,0,1,1.0
train__c22__user24__7-2-3,22,Turn_pages,user24,7-2-3,validation,43,42,42,0,1,2,0.9767441860465116
train__c22__user2__3-2-2,22,Turn_pages,user2,3-2-2,train,22,22,22,0,0,1,1.0
train__c22__user2__3-2-3,22,Turn_pages,user2,3-2-3,train,37,37,37,0,0,1,1.0
train__c22__user3__4-1-1,22,Turn_pages,user3,4-1-1,train,9,9,9,0,0,1,1.0
train__c22__user3__4-1-2,22,Turn_pages,user3,4-1-2,train,10,10,10,0,0,1,1.0
train__c22__user3__4-1-3,22,Turn_pages,user3,4-1-3,train,63,63,63,0,0,1,1.0
train__c22__user3__5-2-1,22,Turn_pages,user3,5-2-1,train,7,7,7,0,0,1,1.0
train__c22__user3__5-2-2,22,Turn_pages,user3,5-2-2,train,8,8,8,0,0,1,1.0
train__c22__user3__5-2-3,22,Turn_pages,user3,5-2-3,train,19,19,19,0,0,1,1.0
train__c22__user4__4-1-1,22,Turn_pages,user4,4-1-1,validation,36,36,36,0,0,1,1.0
train__c22__user4__4-1-2,22,Turn_pages,user4,4-1-2,validation,34,34,34,0,0,1,1.0
train__c22__user4__4-1-3,22,Turn_pages,user4,4-1-3,validation,41,41,41,0,0,1,1.0
train__c22__user5__2-1-1,22,Turn_pages,user5,2-1-1,train,52,52,50,2,0,1,1.0
train__c22__user5__2-1-2,22,Turn_pages,user5,2-1-2,train,36,36,36,0,0,1,1.0
train__c22__user5__2-1-3,22,Turn_pages,user5,2-1-3,train,44,44,44,0,0,1,1.0
train__c22__user6__4-1-1,22,Turn_pages,user6,4-1-1,train,35,35,34,1,0,1,1.0
train__c22__user6__4-1-2,22,Turn_pages,user6,4-1-2,train,30,30,27,3,0,1,1.0
train__c22__user6__4-1-3,22,Turn_pages,user6,4-1-3,train,18,18,18,0,0,1,1.0
train__c22__user6__7-3-1,22,Turn_pages,user6,7-3-1,train,42,42,42,0,0,1,1.0
train__c22__user6__7-3-2,22,Turn_pages,user6,7-3-2,train,40,40,36,4,0,1,1.0
train__c22__user6__7-3-3,22,Turn_pages,user6,7-3-3,train,39,39,39,0,0,1,1.0
train__c22__user8__4-1-1,22,Turn_pages,user8,4-1-1,train,65,65,65,0,0,1,1.0
train__c22__user8__4-1-2,22,Turn_pages,user8,4-1-2,train,38,38,38,0,0,1,1.0
train__c22__user8__4-1-3,22,Turn_pages,user8,4-1-3,train,30,30,30,0,0,1,1.0
train__c22__user8__6-2-1,22,Turn_pages,user8,6-2-1,train,27,27,27,0,0,1,1.0
train__c22__user8__6-2-2,22,Turn_pages,user8,6-2-2,train,5,5,5,0,0,1,1.0
train__c22__user8__6-2-3,22,Turn_pages,user8,6-2-3,train,14,14,14,0,0,1,1.0
train__c23__user16__4-1-1,23,Listen_to_music_with_headphones,user16,4-1-1,train,51,51,51,0,0,1,1.0
train__c23__user16__4-1-2,23,Listen_to_music_with_headphones,user16,4-1-2,train,33,33,33,0,0,1,1.0
train__c23__user16__4-1-3,23,Listen_to_music_with_headphones,user16,4-1-3,train,34,34,34,0,0,1,1.0
train__c23__user16__5-1-1,23,Listen_to_music_with_headphones,user16,5-1-1,train,19,19,19,0,0,1,1.0
train__c23__user16__5-1-2,23,Listen_to_music_with_headphones,user16,5-1-2,train,23,23,23,0,0,1,1.0
train__c23__user16__5-1-3,23,Listen_to_music_with_headphones,user16,5-1-3,train,37,37,37,0,0,1,1.0
train__c23__user17__6-2-1,23,Listen_to_music_with_headphones,user17,6-2-1,validation,46,46,46,0,0,1,1.0
train__c23__user17__6-2-2,23,Listen_to_music_with_headphones,user17,6-2-2,validation,17,17,17,0,0,1,1.0
train__c23__user17__6-2-3,23,Listen_to_music_with_headphones,user17,6-2-3,validation,14,14,14,0,0,1,1.0
train__c23__user17__7-1-1,23,Listen_to_music_with_headphones,user17,7-1-1,validation,63,0,0,0,63,0,0.0
train__c23__user17__7-1-2,23,Listen_to_music_with_headphones,user17,7-1-2,validation,70,66,66,0,4,2,0.9428571428571428
train__c23__user17__7-1-3,23,Listen_to_music_with_headphones,user17,7-1-3,validation,69,0,0,0,69,0,0.0
train__c23__user18__1-2-1,23,Listen_to_music_with_headphones,user18,1-2-1,train,231,231,231,0,0,1,1.0
train__c23__user18__1-2-2,23,Listen_to_music_with_headphones,user18,1-2-2,train,175,175,174,1,0,1,1.0
train__c23__user18__1-2-3,23,Listen_to_music_with_headphones,user18,1-2-3,train,188,188,188,0,0,1,1.0
train__c23__user19__1-2-1,23,Listen_to_music_with_headphones,user19,1-2-1,train,17,17,17,0,0,1,1.0
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,1-2-2,train,23,23,0,23,0,1,1.0
train__c23__user19__1-2-3,23,Listen_to_music_with_headphones,user19,1-2-3,train,18,18,16,2,0,1,1.0
train__c23__user19__3-3-1,23,Listen_to_music_with_headphones,user19,3-3-1,train,35,35,35,0,0,1,1.0
train__c23__user19__3-3-2,23,Listen_to_music_with_headphones,user19,3-3-2,train,11,11,11,0,0,1,1.0
train__c23__user19__3-3-3,23,Listen_to_music_with_headphones,user19,3-3-3,train,10,10,10,0,0,1,1.0
train__c23__user1__5-1-1,23,Listen_to_music_with_headphones,user1,5-1-1,train,48,48,48,0,0,1,1.0
train__c23__user1__5-1-2,23,Listen_to_music_with_headphones,user1,5-1-2,train,16,16,16,0,0,1,1.0
train__c23__user1__5-1-3,23,Listen_to_music_with_headphones,user1,5-1-3,train,7,7,7,0,0,1,1.0
train__c23__user20__6-3-1,23,Listen_to_music_with_headphones,user20,6-3-1,train,38,38,38,0,0,1,1.0
train__c23__user20__6-3-2,23,Listen_to_music_with_headphones,user20,6-3-2,train,33,33,33,0,0,1,1.0
train__c23__user20__6-3-3,23,Listen_to_music_with_headphones,user20,6-3-3,train,41,41,41,0,0,1,1.0
train__c23__user21__1-2-1,23,Listen_to_music_with_headphones,user21,1-2-1,train,34,34,34,0,0,1,1.0
train__c23__user21__1-2-2,23,Listen_to_music_with_headphones,user21,1-2-2,train,29,28,26,2,1,2,0.9655172413793104
train__c23__user21__1-2-3,23,Listen_to_music_with_headphones,user21,1-2-3,train,22,22,22,0,0,1,1.0
train__c23__user21__5-2-1,23,Listen_to_music_with_headphones,user21,5-2-1,train,11,11,11,0,0,1,1.0
train__c23__user21__5-2-2,23,Listen_to_music_with_headphones,user21,5-2-2,train,21,21,21,0,0,1,1.0
train__c23__user21__5-2-3,23,Listen_to_music_with_headphones,user21,5-2-3,train,39,39,39,0,0,1,1.0
train__c23__user22__1-2-1,23,Listen_to_music_with_headphones,user22,1-2-1,train,40,40,40,0,0,1,1.0
train__c23__user22__1-2-2,23,Listen_to_music_with_headphones,user22,1-2-2,train,21,21,21,0,0,1,1.0
train__c23__user22__1-2-3,23,Listen_to_music_with_headphones,user22,1-2-3,train,17,17,17,0,0,1,1.0
train__c23__user23__4-2-1,23,Listen_to_music_with_headphones,user23,4-2-1,validation,37,37,37,0,0,1,1.0
train__c23__user23__4-2-2,23,Listen_to_music_with_headphones,user23,4-2-2,validation,44,44,44,0,0,1,1.0
train__c23__user23__4-2-3,23,Listen_to_music_with_headphones,user23,4-2-3,validation,9,9,9,0,0,1,1.0
train__c23__user23__5-1-1,23,Listen_to_music_with_headphones,user23,5-1-1,validation,49,49,49,0,0,1,1.0
train__c23__user23__5-1-2,23,Listen_to_music_with_headphones,user23,5-1-2,validation,45,45,45,0,0,1,1.0
train__c23__user24__5-1-1,23,Listen_to_music_with_headphones,user24,5-1-1,validation,33,33,33,0,0,1,1.0
train__c23__user24__5-1-2,23,Listen_to_music_with_headphones,user24,5-1-2,validation,22,22,22,0,0,1,1.0
train__c23__user24__5-1-3,23,Listen_to_music_with_headphones,user24,5-1-3,validation,27,27,27,0,0,1,1.0
train__c23__user24__7-2-1,23,Listen_to_music_with_headphones,user24,7-2-1,validation,32,32,32,0,0,1,1.0
train__c23__user24__7-2-2,23,Listen_to_music_with_headphones,user24,7-2-2,validation,15,15,15,0,0,1,1.0
train__c23__user24__7-2-3,23,Listen_to_music_with_headphones,user24,7-2-3,validation,19,19,19,0,0,1,1.0
train__c23__user2__6-1-2,23,Listen_to_music_with_headphones,user2,6-1-2,train,30,30,30,0,0,1,1.0
train__c23__user2__7-3-1,23,Listen_to_music_with_headphones,user2,7-3-1,train,34,34,34,0,0,1,1.0
train__c23__user2__7-3-2,23,Listen_to_music_with_headphones,user2,7-3-2,train,35,35,35,0,0,1,1.0
train__c23__user2__7-3-3,23,Listen_to_music_with_headphones,user2,7-3-3,train,13,13,13,0,0,1,1.0
train__c23__user3__1-2-1,23,Listen_to_music_with_headphones,user3,1-2-1,train,22,22,22,0,0,1,1.0
train__c23__user3__1-2-2,23,Listen_to_music_with_headphones,user3,1-2-2,train,16,16,16,0,0,1,1.0
train__c23__user3__3-2-1,23,Listen_to_music_with_headphones,user3,3-2-1,train,26,26,26,0,0,1,1.0
train__c23__user3__3-2-2,23,Listen_to_music_with_headphones,user3,3-2-2,train,20,20,20,0,0,1,1.0
train__c23__user3__3-2-3,23,Listen_to_music_with_headphones,user3,3-2-3,train,19,19,19,0,0,1,1.0
train__c23__user6__4-1-1,23,Listen_to_music_with_headphones,user6,4-1-1,train,45,44,43,1,1,2,0.9777777777777777
train__c23__user6__4-1-2,23,Listen_to_music_with_headphones,user6,4-1-2,train,41,41,41,0,0,1,1.0
train__c23__user6__4-1-3,23,Listen_to_music_with_headphones,user6,4-1-3,train,32,32,32,0,0,1,1.0
train__c23__user7__6-2-1,23,Listen_to_music_with_headphones,user7,6-2-1,train,17,17,17,0,0,1,1.0
train__c23__user7__6-2-2,23,Listen_to_music_with_headphones,user7,6-2-2,train,30,30,30,0,0,1,1.0
train__c23__user7__6-2-3,23,Listen_to_music_with_headphones,user7,6-2-3,train,15,15,15,0,0,1,1.0
train__c23__user7__7-1-1,23,Listen_to_music_with_headphones,user7,7-1-1,train,19,19,19,0,0,1,1.0
train__c23__user7__7-1-2,23,Listen_to_music_with_headphones,user7,7-1-2,train,23,23,23,0,0,1,1.0
train__c23__user7__7-1-3,23,Listen_to_music_with_headphones,user7,7-1-3,train,13,13,13,0,0,1,1.0
train__c23__user8__2-1-1,23,Listen_to_music_with_headphones,user8,2-1-1,train,56,56,56,0,0,1,1.0
train__c23__user8__2-1-2,23,Listen_to_music_with_headphones,user8,2-1-2,train,36,36,35,1,0,1,1.0
train__c23__user8__2-1-3,23,Listen_to_music_with_headphones,user8,2-1-3,train,18,18,18,0,0,1,1.0
train__c23__user8__4-1-3,23,Listen_to_music_with_headphones,user8,4-1-3,train,129,129,129,0,0,1,1.0
train__c23__user9__1-2-1,23,Listen_to_music_with_headphones,user9,1-2-1,train,42,42,42,0,0,1,1.0
train__c23__user9__1-2-2,23,Listen_to_music_with_headphones,user9,1-2-2,train,22,22,22,0,0,1,1.0
train__c23__user9__1-2-3,23,Listen_to_music_with_headphones,user9,1-2-3,train,38,38,38,0,0,1,1.0
train__c23__user9__3-3-1,23,Listen_to_music_with_headphones,user9,3-3-1,train,41,41,41,0,0,1,1.0
train__c23__user9__3-3-2,23,Listen_to_music_with_headphones,user9,3-3-2,train,40,40,39,1,0,1,1.0
train__c23__user9__3-3-3,23,Listen_to_music_with_headphones,user9,3-3-3,train,12,12,12,0,0,1,1.0
train__c24__user16__6-2-1,24,Use_a_mobile_phone,user16,6-2-1,train,25,25,25,0,0,1,1.0
train__c24__user16__6-2-2,24,Use_a_mobile_phone,user16,6-2-2,train,10,10,10,0,0,1,1.0
train__c24__user16__6-2-3,24,Use_a_mobile_phone,user16,6-2-3,train,25,25,25,0,0,1,1.0
train__c24__user17__1-2-3,24,Use_a_mobile_phone,user17,1-2-3,validation,30,30,30,0,0,1,1.0
train__c24__user20__4-1-1,24,Use_a_mobile_phone,user20,4-1-1,train,26,26,26,0,0,1,1.0
train__c24__user20__4-1-2,24,Use_a_mobile_phone,user20,4-1-2,train,22,22,22,0,0,1,1.0
train__c24__user20__4-1-3,24,Use_a_mobile_phone,user20,4-1-3,train,16,16,16,0,0,1,1.0
train__c24__user21__1-2-1,24,Use_a_mobile_phone,user21,1-2-1,train,31,31,31,0,0,1,1.0
train__c24__user21__1-2-2,24,Use_a_mobile_phone,user21,1-2-2,train,59,59,59,0,0,1,1.0
train__c24__user21__1-2-3,24,Use_a_mobile_phone,user21,1-2-3,train,25,25,25,0,0,1,1.0
train__c24__user21__4-1-1,24,Use_a_mobile_phone,user21,4-1-1,train,39,39,39,0,0,1,1.0
train__c24__user21__4-1-2,24,Use_a_mobile_phone,user21,4-1-2,train,18,18,18,0,0,1,1.0
train__c24__user21__4-1-3,24,Use_a_mobile_phone,user21,4-1-3,train,14,14,14,0,0,1,1.0
train__c24__user21__5-2-1,24,Use_a_mobile_phone,user21,5-2-1,train,18,18,18,0,0,1,1.0
train__c24__user21__5-2-2,24,Use_a_mobile_phone,user21,5-2-2,train,31,31,31,0,0,1,1.0
train__c24__user21__5-2-3,24,Use_a_mobile_phone,user21,5-2-3,train,27,27,27,0,0,1,1.0
train__c24__user22__5-2-1,24,Use_a_mobile_phone,user22,5-2-1,train,35,35,35,0,0,1,1.0
train__c24__user22__5-2-2,24,Use_a_mobile_phone,user22,5-2-2,train,30,30,30,0,0,1,1.0
train__c24__user22__5-2-3,24,Use_a_mobile_phone,user22,5-2-3,train,36,36,36,0,0,1,1.0
train__c24__user23__7-3-1,24,Use_a_mobile_phone,user23,7-3-1,validation,42,42,42,0,0,1,1.0
train__c24__user23__7-3-2,24,Use_a_mobile_phone,user23,7-3-2,validation,22,22,22,0,0,1,1.0
train__c24__user23__7-3-3,24,Use_a_mobile_phone,user23,7-3-3,validation,10,10,10,0,0,1,1.0
train__c24__user24__4-1-1,24,Use_a_mobile_phone,user24,4-1-1,validation,44,44,44,0,0,1,1.0
train__c24__user24__4-1-2,24,Use_a_mobile_phone,user24,4-1-2,validation,29,29,29,0,0,1,1.0
train__c24__user24__4-1-3,24,Use_a_mobile_phone,user24,4-1-3,validation,12,12,12,0,0,1,1.0
train__c24__user24__5-1-1,24,Use_a_mobile_phone,user24,5-1-1,validation,46,46,46,0,0,1,1.0
train__c24__user24__5-1-2,24,Use_a_mobile_phone,user24,5-1-2,validation,30,30,30,0,0,1,1.0
train__c24__user24__5-1-3,24,Use_a_mobile_phone,user24,5-1-3,validation,10,10,10,0,0,1,1.0
train__c24__user2__6-1-1,24,Use_a_mobile_phone,user2,6-1-1,train,41,41,41,0,0,1,1.0
train__c24__user2__6-1-2,24,Use_a_mobile_phone,user2,6-1-2,train,11,11,11,0,0,1,1.0
train__c24__user2__7-3-1,24,Use_a_mobile_phone,user2,7-3-1,train,21,21,21,0,0,1,1.0
train__c24__user2__7-3-2,24,Use_a_mobile_phone,user2,7-3-2,train,12,12,12,0,0,1,1.0
train__c24__user2__7-3-3,24,Use_a_mobile_phone,user2,7-3-3,train,16,16,16,0,0,1,1.0
train__c24__user4__3-2-1,24,Use_a_mobile_phone,user4,3-2-1,validation,54,54,54,0,0,1,1.0
train__c24__user4__3-2-2,24,Use_a_mobile_phone,user4,3-2-2,validation,52,52,52,0,0,1,1.0
train__c24__user4__3-2-3,24,Use_a_mobile_phone,user4,3-2-3,validation,55,54,54,0,1,2,0.9818181818181818
train__c24__user4__6-1-1,24,Use_a_mobile_phone,user4,6-1-1,validation,45,45,45,0,0,1,1.0
train__c24__user4__6-1-2,24,Use_a_mobile_phone,user4,6-1-2,validation,54,54,54,0,0,1,1.0
train__c24__user4__6-1-3,24,Use_a_mobile_phone,user4,6-1-3,validation,13,13,13,0,0,1,1.0
train__c24__user6__5-1-1,24,Use_a_mobile_phone,user6,5-1-1,train,99,99,69,30,0,1,1.0
train__c24__user6__5-1-2,24,Use_a_mobile_phone,user6,5-1-2,train,87,87,87,0,0,1,1.0
train__c24__user6__5-1-3,24,Use_a_mobile_phone,user6,5-1-3,train,53,53,23,30,0,1,1.0
train__c24__user6__6-2-1,24,Use_a_mobile_phone,user6,6-2-1,train,12,12,12,0,0,1,1.0
train__c24__user6__6-2-2,24,Use_a_mobile_phone,user6,6-2-2,train,6,6,6,0,0,1,1.0
train__c24__user6__6-2-3,24,Use_a_mobile_phone,user6,6-2-3,train,17,17,17,0,0,1,1.0
train__c24__user7__1-2-1,24,Use_a_mobile_phone,user7,1-2-1,train,50,50,49,1,0,1,1.0
train__c24__user7__1-2-2,24,Use_a_mobile_phone,user7,1-2-2,train,35,35,35,0,0,1,1.0
train__c24__user7__1-2-3,24,Use_a_mobile_phone,user7,1-2-3,train,40,40,40,0,0,1,1.0
train__c25__user1__5-1-1,25,Watch_TV,user1,5-1-1,train,58,58,58,0,0,1,1.0
train__c25__user1__5-1-2,25,Watch_TV,user1,5-1-2,train,37,37,37,0,0,1,1.0
train__c25__user1__5-1-3,25,Watch_TV,user1,5-1-3,train,40,40,40,0,0,1,1.0
train__c25__user24__2-2-1,25,Watch_TV,user24,2-2-1,validation,39,39,39,0,0,1,1.0
train__c25__user24__2-2-2,25,Watch_TV,user24,2-2-2,validation,25,25,25,0,0,1,1.0
train__c25__user24__2-2-3,25,Watch_TV,user24,2-2-3,validation,17,17,17,0,0,1,1.0
train__c25__user24__5-3-1,25,Watch_TV,user24,5-3-1,validation,14,14,14,0,0,1,1.0
train__c25__user24__5-3-2,25,Watch_TV,user24,5-3-2,validation,29,29,29,0,0,1,1.0
train__c25__user24__5-3-3,25,Watch_TV,user24,5-3-3,validation,28,28,28,0,0,1,1.0
train__c25__user7__5-1-1,25,Watch_TV,user7,5-1-1,train,64,64,64,0,0,1,1.0
train__c25__user7__5-1-2,25,Watch_TV,user7,5-1-2,train,65,65,65,0,0,1,1.0
train__c25__user7__5-1-3,25,Watch_TV,user7,5-1-3,train,43,43,43,0,0,1,1.0
train__c26__user16__5-3-1,26,Play_games,user16,5-3-1,train,129,129,84,45,0,1,1.0
train__c26__user16__5-3-2,26,Play_games,user16,5-3-2,train,61,61,61,0,0,1,1.0
train__c26__user16__5-3-3,26,Play_games,user16,5-3-3,train,40,40,40,0,0,1,1.0
train__c26__user19__3-1-1,26,Play_games,user19,3-1-1,train,32,32,32,0,0,1,1.0
train__c26__user19__3-1-2,26,Play_games,user19,3-1-2,train,48,48,48,0,0,1,1.0
train__c26__user19__3-1-3,26,Play_games,user19,3-1-3,train,28,28,28,0,0,1,1.0
train__c26__user19__5-1-1,26,Play_games,user19,5-1-1,train,59,59,59,0,0,1,1.0
train__c26__user19__5-1-2,26,Play_games,user19,5-1-2,train,43,43,42,1,0,1,1.0
train__c26__user19__5-1-3,26,Play_games,user19,5-1-3,train,39,39,39,0,0,1,1.0
train__c26__user19__5-3-1,26,Play_games,user19,5-3-1,train,32,32,32,0,0,1,1.0
train__c26__user19__5-3-2,26,Play_games,user19,5-3-2,train,24,24,24,0,0,1,1.0
train__c26__user19__6-2-1,26,Play_games,user19,6-2-1,train,19,19,19,0,0,1,1.0
train__c26__user19__6-2-2,26,Play_games,user19,6-2-2,train,6,6,6,0,0,1,1.0
train__c26__user19__6-2-3,26,Play_games,user19,6-2-3,train,16,16,16,0,0,1,1.0
train__c26__user23__5-1-1,26,Play_games,user23,5-1-1,validation,43,43,43,0,0,1,1.0
train__c26__user23__5-1-2,26,Play_games,user23,5-1-2,validation,52,52,52,0,0,1,1.0
train__c26__user23__5-1-3,26,Play_games,user23,5-1-3,validation,21,21,21,0,0,1,1.0
train__c26__user24__4-1-1,26,Play_games,user24,4-1-1,validation,41,41,41,0,0,1,1.0
train__c26__user24__4-1-2,26,Play_games,user24,4-1-2,validation,11,11,11,0,0,1,1.0
train__c26__user24__4-1-3,26,Play_games,user24,4-1-3,validation,22,22,22,0,0,1,1.0
train__c26__user24__4-3-1,26,Play_games,user24,4-3-1,validation,46,46,46,0,0,1,1.0
train__c26__user24__4-3-2,26,Play_games,user24,4-3-2,validation,28,28,28,0,0,1,1.0
train__c26__user24__4-3-3,26,Play_games,user24,4-3-3,validation,14,14,14,0,0,1,1.0
train__c26__user24__5-3-1,26,Play_games,user24,5-3-1,validation,23,23,23,0,0,1,1.0
train__c26__user24__5-3-2,26,Play_games,user24,5-3-2,validation,19,19,19,0,0,1,1.0
train__c26__user24__5-3-3,26,Play_games,user24,5-3-3,validation,27,27,27,0,0,1,1.0
train__c26__user6__5-3-1,26,Play_games,user6,5-3-1,train,26,26,26,0,0,1,1.0
