sample_id,class_id,action_name,user_id,trial_id,depth_color_path,imu_path,ir_path,radar_path,skeleton_path,thermal_path
train__c17__user20__5-1-1,17,Tap_the_keyboard,user20,5-1-1,Depth_Color/17_Tap_the_keyboard/user20/5-1-1,IMU/17_Tap_the_keyboard/user20/5-1-1,IR/17_Tap_the_keyboard/user20/5-1-1,Radar/17_Tap_the_keyboard/user20/5-1-1,Skeleton/17_Tap_the_keyboard/user20/5-1-1,Thermal/17_Tap_the_keyboard/user20/5-1-1
train__c17__user20__5-1-2,17,Tap_the_keyboard,user20,5-1-2,Depth_Color/17_Tap_the_keyboard/user20/5-1-2,IMU/17_Tap_the_keyboard/user20/5-1-2,IR/17_Tap_the_keyboard/user20/5-1-2,Radar/17_Tap_the_keyboard/user20/5-1-2,Skeleton/17_Tap_the_keyboard/user20/5-1-2,Thermal/17_Tap_the_keyboard/user20/5-1-2
train__c17__user20__5-1-3,17,Tap_the_keyboard,user20,5-1-3,Depth_Color/17_Tap_the_keyboard/user20/5-1-3,IMU/17_Tap_the_keyboard/user20/5-1-3,IR/17_Tap_the_keyboard/user20/5-1-3,Radar/17_Tap_the_keyboard/user20/5-1-3,Skeleton/17_Tap_the_keyboard/user20/5-1-3,Thermal/17_Tap_the_keyboard/user20/5-1-3
train__c17__user22__1-2-1,17,Tap_the_keyboard,user22,1-2-1,Depth_Color/17_Tap_the_keyboard/user22/1-2-1,IMU/17_Tap_the_keyboard/user22/1-2-1,IR/17_Tap_the_keyboard/user22/1-2-1,Radar/17_Tap_the_keyboard/user22/1-2-1,Skeleton/17_Tap_the_keyboard/user22/1-2-1,Thermal/17_Tap_the_keyboard/user22/1-2-1
train__c17__user22__1-2-2,17,Tap_the_keyboard,user22,1-2-2,Depth_Color/17_Tap_the_keyboard/user22/1-2-2,IMU/17_Tap_the_keyboard/user22/1-2-2,IR/17_Tap_the_keyboard/user22/1-2-2,Radar/17_Tap_the_keyboard/user22/1-2-2,Skeleton/17_Tap_the_keyboard/user22/1-2-2,Thermal/17_Tap_the_keyboard/user22/1-2-2
train__c17__user22__1-2-3,17,Tap_the_keyboard,user22,1-2-3,Depth_Color/17_Tap_the_keyboard/user22/1-2-3,IMU/17_Tap_the_keyboard/user22/1-2-3,IR/17_Tap_the_keyboard/user22/1-2-3,Radar/17_Tap_the_keyboard/user22/1-2-3,Skeleton/17_Tap_the_keyboard/user22/1-2-3,Thermal/17_Tap_the_keyboard/user22/1-2-3
train__c17__user22__4-1-1,17,Tap_the_keyboard,user22,4-1-1,Depth_Color/17_Tap_the_keyboard/user22/4-1-1,IMU/17_Tap_the_keyboard/user22/4-1-1,IR/17_Tap_the_keyboard/user22/4-1-1,Radar/17_Tap_the_keyboard/user22/4-1-1,Skeleton/17_Tap_the_keyboard/user22/4-1-1,Thermal/17_Tap_the_keyboard/user22/4-1-1
train__c17__user22__4-1-2,17,Tap_the_keyboard,user22,4-1-2,Depth_Color/17_Tap_the_keyboard/user22/4-1-2,IMU/17_Tap_the_keyboard/user22/4-1-2,IR/17_Tap_the_keyboard/user22/4-1-2,Radar/17_Tap_the_keyboard/user22/4-1-2,Skeleton/17_Tap_the_keyboard/user22/4-1-2,Thermal/17_Tap_the_keyboard/user22/4-1-2
train__c17__user22__4-1-3,17,Tap_the_keyboard,user22,4-1-3,Depth_Color/17_Tap_the_keyboard/user22/4-1-3,IMU/17_Tap_the_keyboard/user22/4-1-3,IR/17_Tap_the_keyboard/user22/4-1-3,Radar/17_Tap_the_keyboard/user22/4-1-3,Skeleton/17_Tap_the_keyboard/user22/4-1-3,Thermal/17_Tap_the_keyboard/user22/4-1-3
train__c17__user23__5-3-1,17,Tap_the_keyboard,user23,5-3-1,,,,,,Thermal/17_Tap_the_keyboard/user23/5-3-1
train__c17__user23__5-3-2,17,Tap_the_keyboard,user23,5-3-2,Depth_Color/17_Tap_the_keyboard/user23/5-3-2,IMU/17_Tap_the_keyboard/user23/5-3-2,IR/17_Tap_the_keyboard/user23/5-3-2,Radar/17_Tap_the_keyboard/user23/5-3-2,Skeleton/17_Tap_the_keyboard/user23/5-3-2,Thermal/17_Tap_the_keyboard/user23/5-3-2
train__c17__user23__5-3-3,17,Tap_the_keyboard,user23,5-3-3,Depth_Color/17_Tap_the_keyboard/user23/5-3-3,IMU/17_Tap_the_keyboard/user23/5-3-3,IR/17_Tap_the_keyboard/user23/5-3-3,Radar/17_Tap_the_keyboard/user23/5-3-3,Skeleton/17_Tap_the_keyboard/user23/5-3-3,Thermal/17_Tap_the_keyboard/user23/5-3-3
train__c17__user24__1-2-1,17,Tap_the_keyboard,user24,1-2-1,Depth_Color/17_Tap_the_keyboard/user24/1-2-1,IMU/17_Tap_the_keyboard/user24/1-2-1,IR/17_Tap_the_keyboard/user24/1-2-1,Radar/17_Tap_the_keyboard/user24/1-2-1,Skeleton/17_Tap_the_keyboard/user24/1-2-1,Thermal/17_Tap_the_keyboard/user24/1-2-1
train__c17__user24__1-2-2,17,Tap_the_keyboard,user24,1-2-2,Depth_Color/17_Tap_the_keyboard/user24/1-2-2,IMU/17_Tap_the_keyboard/user24/1-2-2,IR/17_Tap_the_keyboard/user24/1-2-2,Radar/17_Tap_the_keyboard/user24/1-2-2,Skeleton/17_Tap_the_keyboard/user24/1-2-2,Thermal/17_Tap_the_keyboard/user24/1-2-2
train__c17__user24__1-2-3,17,Tap_the_keyboard,user24,1-2-3,Depth_Color/17_Tap_the_keyboard/user24/1-2-3,IMU/17_Tap_the_keyboard/user24/1-2-3,IR/17_Tap_the_keyboard/user24/1-2-3,Radar/17_Tap_the_keyboard/user24/1-2-3,Skeleton/17_Tap_the_keyboard/user24/1-2-3,Thermal/17_Tap_the_keyboard/user24/1-2-3
train__c17__user24__7-2-1,17,Tap_the_keyboard,user24,7-2-1,Depth_Color/17_Tap_the_keyboard/user24/7-2-1,IMU/17_Tap_the_keyboard/user24/7-2-1,IR/17_Tap_the_keyboard/user24/7-2-1,Radar/17_Tap_the_keyboard/user24/7-2-1,Skeleton/17_Tap_the_keyboard/user24/7-2-1,Thermal/17_Tap_the_keyboard/user24/7-2-1
train__c17__user24__7-2-2,17,Tap_the_keyboard,user24,7-2-2,Depth_Color/17_Tap_the_keyboard/user24/7-2-2,IMU/17_Tap_the_keyboard/user24/7-2-2,IR/17_Tap_the_keyboard/user24/7-2-2,Radar/17_Tap_the_keyboard/user24/7-2-2,Skeleton/17_Tap_the_keyboard/user24/7-2-2,Thermal/17_Tap_the_keyboard/user24/7-2-2
train__c17__user24__7-2-3,17,Tap_the_keyboard,user24,7-2-3,Depth_Color/17_Tap_the_keyboard/user24/7-2-3,IMU/17_Tap_the_keyboard/user24/7-2-3,IR/17_Tap_the_keyboard/user24/7-2-3,Radar/17_Tap_the_keyboard/user24/7-2-3,Skeleton/17_Tap_the_keyboard/user24/7-2-3,Thermal/17_Tap_the_keyboard/user24/7-2-3
train__c18__user2__4-1-2,18,Write,user2,4-1-2,Depth_Color/18_Write/user2/4-1-2,IMU/18_Write/user2/4-1-2,IR/18_Write/user2/4-1-2,Radar/18_Write/user2/4-1-2,Skeleton/18_Write/user2/4-1-2,Thermal/18_Write/user2/4-1-2
train__c18__user2__4-1-3,18,Write,user2,4-1-3,Depth_Color/18_Write/user2/4-1-3,IMU/18_Write/user2/4-1-3,IR/18_Write/user2/4-1-3,Radar/18_Write/user2/4-1-3,Skeleton/18_Write/user2/4-1-3,Thermal/18_Write/user2/4-1-3
train__c18__user2__4-3-1,18,Write,user2,4-3-1,Depth_Color/18_Write/user2/4-3-1,IMU/18_Write/user2/4-3-1,IR/18_Write/user2/4-3-1,Radar/18_Write/user2/4-3-1,Skeleton/18_Write/user2/4-3-1,Thermal/18_Write/user2/4-3-1
train__c18__user2__4-3-2,18,Write,user2,4-3-2,Depth_Color/18_Write/user2/4-3-2,IMU/18_Write/user2/4-3-2,IR/18_Write/user2/4-3-2,Radar/18_Write/user2/4-3-2,Skeleton/18_Write/user2/4-3-2,Thermal/18_Write/user2/4-3-2
train__c18__user2__4-3-3,18,Write,user2,4-3-3,Depth_Color/18_Write/user2/4-3-3,IMU/18_Write/user2/4-3-3,IR/18_Write/user2/4-3-3,Radar/18_Write/user2/4-3-3,Skeleton/18_Write/user2/4-3-3,Thermal/18_Write/user2/4-3-3
train__c18__user3__3-2-1,18,Write,user3,3-2-1,Depth_Color/18_Write/user3/3-2-1,IMU/18_Write/user3/3-2-1,IR/18_Write/user3/3-2-1,Radar/18_Write/user3/3-2-1,Skeleton/18_Write/user3/3-2-1,Thermal/18_Write/user3/3-2-1
train__c18__user3__3-2-2,18,Write,user3,3-2-2,Depth_Color/18_Write/user3/3-2-2,IMU/18_Write/user3/3-2-2,IR/18_Write/user3/3-2-2,Radar/18_Write/user3/3-2-2,Skeleton/18_Write/user3/3-2-2,Thermal/18_Write/user3/3-2-2
train__c18__user3__3-2-3,18,Write,user3,3-2-3,Depth_Color/18_Write/user3/3-2-3,IMU/18_Write/user3/3-2-3,IR/18_Write/user3/3-2-3,Radar/18_Write/user3/3-2-3,Skeleton/18_Write/user3/3-2-3,Thermal/18_Write/user3/3-2-3
train__c18__user4__4-1-1,18,Write,user4,4-1-1,Depth_Color/18_Write/user4/4-1-1,IMU/18_Write/user4/4-1-1,IR/18_Write/user4/4-1-1,Radar/18_Write/user4/4-1-1,Skeleton/18_Write/user4/4-1-1,Thermal/18_Write/user4/4-1-1
train__c18__user4__4-1-2,18,Write,user4,4-1-2,Depth_Color/18_Write/user4/4-1-2,IMU/18_Write/user4/4-1-2,IR/18_Write/user4/4-1-2,Radar/18_Write/user4/4-1-2,Skeleton/18_Write/user4/4-1-2,Thermal/18_Write/user4/4-1-2
train__c18__user4__4-1-3,18,Write,user4,4-1-3,Depth_Color/18_Write/user4/4-1-3,IMU/18_Write/user4/4-1-3,IR/18_Write/user4/4-1-3,Radar/18_Write/user4/4-1-3,Skeleton/18_Write/user4/4-1-3,Thermal/18_Write/user4/4-1-3
train__c18__user5__4-3-1,18,Write,user5,4-3-1,Depth_Color/18_Write/user5/4-3-1,IMU/18_Write/user5/4-3-1,IR/18_Write/user5/4-3-1,Radar/18_Write/user5/4-3-1,Skeleton/18_Write/user5/4-3-1,Thermal/18_Write/user5/4-3-1
train__c18__user5__4-3-3,18,Write,user5,4-3-3,Depth_Color/18_Write/user5/4-3-3,IMU/18_Write/user5/4-3-3,IR/18_Write/user5/4-3-3,Radar/18_Write/user5/4-3-3,Skeleton/18_Write/user5/4-3-3,Thermal/18_Write/user5/4-3-3
train__c18__user6__4-1-1,18,Write,user6,4-1-1,Depth_Color/18_Write/user6/4-1-1,IMU/18_Write/user6/4-1-1,IR/18_Write/user6/4-1-1,Radar/18_Write/user6/4-1-1,Skeleton/18_Write/user6/4-1-1,Thermal/18_Write/user6/4-1-1
train__c18__user6__4-1-2,18,Write,user6,4-1-2,Depth_Color/18_Write/user6/4-1-2,IMU/18_Write/user6/4-1-2,IR/18_Write/user6/4-1-2,Radar/18_Write/user6/4-1-2,Skeleton/18_Write/user6/4-1-2,Thermal/18_Write/user6/4-1-2
train__c18__user6__4-1-3,18,Write,user6,4-1-3,Depth_Color/18_Write/user6/4-1-3,IMU/18_Write/user6/4-1-3,IR/18_Write/user6/4-1-3,Radar/18_Write/user6/4-1-3,Skeleton/18_Write/user6/4-1-3,Thermal/18_Write/user6/4-1-3
train__c18__user8__6-2-1,18,Write,user8,6-2-1,Depth_Color/18_Write/user8/6-2-1,IMU/18_Write/user8/6-2-1,IR/18_Write/user8/6-2-1,Radar/18_Write/user8/6-2-1,Skeleton/18_Write/user8/6-2-1,Thermal/18_Write/user8/6-2-1
train__c18__user8__6-2-2,18,Write,user8,6-2-2,Depth_Color/18_Write/user8/6-2-2,IMU/18_Write/user8/6-2-2,IR/18_Write/user8/6-2-2,Radar/18_Write/user8/6-2-2,Skeleton/18_Write/user8/6-2-2,Thermal/18_Write/user8/6-2-2
train__c18__user8__6-2-3,18,Write,user8,6-2-3,Depth_Color/18_Write/user8/6-2-3,IMU/18_Write/user8/6-2-3,IR/18_Write/user8/6-2-3,Radar/18_Write/user8/6-2-3,Skeleton/18_Write/user8/6-2-3,Thermal/18_Write/user8/6-2-3
train__c18__user18__4-1-1,18,Write,user18,4-1-1,Depth_Color/18_Write/user18/4-1-1,IMU/18_Write/user18/4-1-1,IR/18_Write/user18/4-1-1,Radar/18_Write/user18/4-1-1,Skeleton/18_Write/user18/4-1-1,Thermal/18_Write/user18/4-1-1
train__c18__user18__4-1-2,18,Write,user18,4-1-2,Depth_Color/18_Write/user18/4-1-2,IMU/18_Write/user18/4-1-2,IR/18_Write/user18/4-1-2,Radar/18_Write/user18/4-1-2,Skeleton/18_Write/user18/4-1-2,Thermal/18_Write/user18/4-1-2
train__c18__user18__4-1-3,18,Write,user18,4-1-3,Depth_Color/18_Write/user18/4-1-3,IMU/18_Write/user18/4-1-3,IR/18_Write/user18/4-1-3,Radar/18_Write/user18/4-1-3,Skeleton/18_Write/user18/4-1-3,Thermal/18_Write/user18/4-1-3
train__c18__user18__6-2-1,18,Write,user18,6-2-1,Depth_Color/18_Write/user18/6-2-1,IMU/18_Write/user18/6-2-1,IR/18_Write/user18/6-2-1,Radar/18_Write/user18/6-2-1,Skeleton/18_Write/user18/6-2-1,Thermal/18_Write/user18/6-2-1
train__c18__user18__6-2-2,18,Write,user18,6-2-2,Depth_Color/18_Write/user18/6-2-2,IMU/18_Write/user18/6-2-2,IR/18_Write/user18/6-2-2,Radar/18_Write/user18/6-2-2,Skeleton/18_Write/user18/6-2-2,Thermal/18_Write/user18/6-2-2
train__c18__user18__6-2-3,18,Write,user18,6-2-3,Depth_Color/18_Write/user18/6-2-3,IMU/18_Write/user18/6-2-3,IR/18_Write/user18/6-2-3,Radar/18_Write/user18/6-2-3,Skeleton/18_Write/user18/6-2-3,Thermal/18_Write/user18/6-2-3
train__c18__user20__2-2-1,18,Write,user20,2-2-1,Depth_Color/18_Write/user20/2-2-1,IMU/18_Write/user20/2-2-1,IR/18_Write/user20/2-2-1,Radar/18_Write/user20/2-2-1,Skeleton/18_Write/user20/2-2-1,Thermal/18_Write/user20/2-2-1
train__c18__user20__2-2-2,18,Write,user20,2-2-2,Depth_Color/18_Write/user20/2-2-2,IMU/18_Write/user20/2-2-2,IR/18_Write/user20/2-2-2,Radar/18_Write/user20/2-2-2,Skeleton/18_Write/user20/2-2-2,Thermal/18_Write/user20/2-2-2
train__c18__user20__2-2-3,18,Write,user20,2-2-3,Depth_Color/18_Write/user20/2-2-3,IMU/18_Write/user20/2-2-3,IR/18_Write/user20/2-2-3,Radar/18_Write/user20/2-2-3,Skeleton/18_Write/user20/2-2-3,Thermal/18_Write/user20/2-2-3
train__c18__user22__3-1-1,18,Write,user22,3-1-1,Depth_Color/18_Write/user22/3-1-1,IMU/18_Write/user22/3-1-1,IR/18_Write/user22/3-1-1,Radar/18_Write/user22/3-1-1,Skeleton/18_Write/user22/3-1-1,Thermal/18_Write/user22/3-1-1
train__c18__user22__3-1-2,18,Write,user22,3-1-2,Depth_Color/18_Write/user22/3-1-2,IMU/18_Write/user22/3-1-2,IR/18_Write/user22/3-1-2,Radar/18_Write/user22/3-1-2,Skeleton/18_Write/user22/3-1-2,Thermal/18_Write/user22/3-1-2
train__c18__user22__3-1-3,18,Write,user22,3-1-3,,,,,,Thermal/18_Write/user22/3-1-3
train__c18__user23__4-1-1,18,Write,user23,4-1-1,Depth_Color/18_Write/user23/4-1-1,IMU/18_Write/user23/4-1-1,IR/18_Write/user23/4-1-1,Radar/18_Write/user23/4-1-1,Skeleton/18_Write/user23/4-1-1,Thermal/18_Write/user23/4-1-1
train__c18__user23__4-1-2,18,Write,user23,4-1-2,Depth_Color/18_Write/user23/4-1-2,IMU/18_Write/user23/4-1-2,IR/18_Write/user23/4-1-2,Radar/18_Write/user23/4-1-2,Skeleton/18_Write/user23/4-1-2,Thermal/18_Write/user23/4-1-2
train__c18__user23__4-1-3,18,Write,user23,4-1-3,Depth_Color/18_Write/user23/4-1-3,IMU/18_Write/user23/4-1-3,IR/18_Write/user23/4-1-3,Radar/18_Write/user23/4-1-3,Skeleton/18_Write/user23/4-1-3,Thermal/18_Write/user23/4-1-3
train__c18__user23__7-1-1,18,Write,user23,7-1-1,Depth_Color/18_Write/user23/7-1-1,IMU/18_Write/user23/7-1-1,IR/18_Write/user23/7-1-1,Radar/18_Write/user23/7-1-1,Skeleton/18_Write/user23/7-1-1,Thermal/18_Write/user23/7-1-1
train__c18__user23__7-1-3,18,Write,user23,7-1-3,Depth_Color/18_Write/user23/7-1-3,IMU/18_Write/user23/7-1-3,IR/18_Write/user23/7-1-3,Radar/18_Write/user23/7-1-3,Skeleton/18_Write/user23/7-1-3,Thermal/18_Write/user23/7-1-3
train__c18__user24__1-2-1,18,Write,user24,1-2-1,Depth_Color/18_Write/user24/1-2-1,IMU/18_Write/user24/1-2-1,IR/18_Write/user24/1-2-1,Radar/18_Write/user24/1-2-1,Skeleton/18_Write/user24/1-2-1,Thermal/18_Write/user24/1-2-1
train__c18__user24__1-2-2,18,Write,user24,1-2-2,Depth_Color/18_Write/user24/1-2-2,IMU/18_Write/user24/1-2-2,IR/18_Write/user24/1-2-2,Radar/18_Write/user24/1-2-2,Skeleton/18_Write/user24/1-2-2,Thermal/18_Write/user24/1-2-2
train__c18__user24__1-2-3,18,Write,user24,1-2-3,Depth_Color/18_Write/user24/1-2-3,IMU/18_Write/user24/1-2-3,IR/18_Write/user24/1-2-3,Radar/18_Write/user24/1-2-3,Skeleton/18_Write/user24/1-2-3,Thermal/18_Write/user24/1-2-3
train__c19__user2__4-1-1,19,Make_a_phone_call,user2,4-1-1,Depth_Color/19_Make_a_phone_call/user2/4-1-1,IMU/19_Make_a_phone_call/user2/4-1-1,IR/19_Make_a_phone_call/user2/4-1-1,Radar/19_Make_a_phone_call/user2/4-1-1,Skeleton/19_Make_a_phone_call/user2/4-1-1,Thermal/19_Make_a_phone_call/user2/4-1-1
train__c19__user2__4-1-2,19,Make_a_phone_call,user2,4-1-2,Depth_Color/19_Make_a_phone_call/user2/4-1-2,IMU/19_Make_a_phone_call/user2/4-1-2,IR/19_Make_a_phone_call/user2/4-1-2,Radar/19_Make_a_phone_call/user2/4-1-2,Skeleton/19_Make_a_phone_call/user2/4-1-2,Thermal/19_Make_a_phone_call/user2/4-1-2
train__c19__user2__4-1-3,19,Make_a_phone_call,user2,4-1-3,Depth_Color/19_Make_a_phone_call/user2/4-1-3,IMU/19_Make_a_phone_call/user2/4-1-3,IR/19_Make_a_phone_call/user2/4-1-3,Radar/19_Make_a_phone_call/user2/4-1-3,Skeleton/19_Make_a_phone_call/user2/4-1-3,Thermal/19_Make_a_phone_call/user2/4-1-3
train__c19__user3__3-2-1,19,Make_a_phone_call,user3,3-2-1,Depth_Color/19_Make_a_phone_call/user3/3-2-1,IMU/19_Make_a_phone_call/user3/3-2-1,IR/19_Make_a_phone_call/user3/3-2-1,Radar/19_Make_a_phone_call/user3/3-2-1,Skeleton/19_Make_a_phone_call/user3/3-2-1,Thermal/19_Make_a_phone_call/user3/3-2-1
train__c19__user3__3-2-2,19,Make_a_phone_call,user3,3-2-2,Depth_Color/19_Make_a_phone_call/user3/3-2-2,IMU/19_Make_a_phone_call/user3/3-2-2,IR/19_Make_a_phone_call/user3/3-2-2,Radar/19_Make_a_phone_call/user3/3-2-2,Skeleton/19_Make_a_phone_call/user3/3-2-2,Thermal/19_Make_a_phone_call/user3/3-2-2
train__c19__user3__3-2-3,19,Make_a_phone_call,user3,3-2-3,Depth_Color/19_Make_a_phone_call/user3/3-2-3,IMU/19_Make_a_phone_call/user3/3-2-3,IR/19_Make_a_phone_call/user3/3-2-3,Radar/19_Make_a_phone_call/user3/3-2-3,Skeleton/19_Make_a_phone_call/user3/3-2-3,Thermal/19_Make_a_phone_call/user3/3-2-3
train__c19__user3__4-1-1,19,Make_a_phone_call,user3,4-1-1,Depth_Color/19_Make_a_phone_call/user3/4-1-1,IMU/19_Make_a_phone_call/user3/4-1-1,IR/19_Make_a_phone_call/user3/4-1-1,Radar/19_Make_a_phone_call/user3/4-1-1,Skeleton/19_Make_a_phone_call/user3/4-1-1,Thermal/19_Make_a_phone_call/user3/4-1-1
train__c19__user3__4-1-2,19,Make_a_phone_call,user3,4-1-2,Depth_Color/19_Make_a_phone_call/user3/4-1-2,IMU/19_Make_a_phone_call/user3/4-1-2,IR/19_Make_a_phone_call/user3/4-1-2,Radar/19_Make_a_phone_call/user3/4-1-2,Skeleton/19_Make_a_phone_call/user3/4-1-2,Thermal/19_Make_a_phone_call/user3/4-1-2
train__c19__user3__4-1-3,19,Make_a_phone_call,user3,4-1-3,Depth_Color/19_Make_a_phone_call/user3/4-1-3,IMU/19_Make_a_phone_call/user3/4-1-3,IR/19_Make_a_phone_call/user3/4-1-3,Radar/19_Make_a_phone_call/user3/4-1-3,Skeleton/19_Make_a_phone_call/user3/4-1-3,Thermal/19_Make_a_phone_call/user3/4-1-3
train__c19__user4__6-1-2,19,Make_a_phone_call,user4,6-1-2,Depth_Color/19_Make_a_phone_call/user4/6-1-2,IMU/19_Make_a_phone_call/user4/6-1-2,IR/19_Make_a_phone_call/user4/6-1-2,Radar/19_Make_a_phone_call/user4/6-1-2,Skeleton/19_Make_a_phone_call/user4/6-1-2,Thermal/19_Make_a_phone_call/user4/6-1-2
train__c19__user4__6-1-3,19,Make_a_phone_call,user4,6-1-3,Depth_Color/19_Make_a_phone_call/user4/6-1-3,IMU/19_Make_a_phone_call/user4/6-1-3,IR/19_Make_a_phone_call/user4/6-1-3,Radar/19_Make_a_phone_call/user4/6-1-3,Skeleton/19_Make_a_phone_call/user4/6-1-3,Thermal/19_Make_a_phone_call/user4/6-1-3
train__c19__user5__4-1-1,19,Make_a_phone_call,user5,4-1-1,Depth_Color/19_Make_a_phone_call/user5/4-1-1,IMU/19_Make_a_phone_call/user5/4-1-1,IR/19_Make_a_phone_call/user5/4-1-1,Radar/19_Make_a_phone_call/user5/4-1-1,Skeleton/19_Make_a_phone_call/user5/4-1-1,Thermal/19_Make_a_phone_call/user5/4-1-1
train__c19__user5__4-1-2,19,Make_a_phone_call,user5,4-1-2,Depth_Color/19_Make_a_phone_call/user5/4-1-2,IMU/19_Make_a_phone_call/user5/4-1-2,IR/19_Make_a_phone_call/user5/4-1-2,Radar/19_Make_a_phone_call/user5/4-1-2,Skeleton/19_Make_a_phone_call/user5/4-1-2,
train__c19__user5__4-1-3,19,Make_a_phone_call,user5,4-1-3,Depth_Color/19_Make_a_phone_call/user5/4-1-3,IMU/19_Make_a_phone_call/user5/4-1-3,IR/19_Make_a_phone_call/user5/4-1-3,Radar/19_Make_a_phone_call/user5/4-1-3,Skeleton/19_Make_a_phone_call/user5/4-1-3,Thermal/19_Make_a_phone_call/user5/4-1-3
train__c19__user6__4-1-1,19,Make_a_phone_call,user6,4-1-1,Depth_Color/19_Make_a_phone_call/user6/4-1-1,IMU/19_Make_a_phone_call/user6/4-1-1,IR/19_Make_a_phone_call/user6/4-1-1,Radar/19_Make_a_phone_call/user6/4-1-1,Skeleton/19_Make_a_phone_call/user6/4-1-1,Thermal/19_Make_a_phone_call/user6/4-1-1
train__c19__user6__4-1-2,19,Make_a_phone_call,user6,4-1-2,Depth_Color/19_Make_a_phone_call/user6/4-1-2,IMU/19_Make_a_phone_call/user6/4-1-2,IR/19_Make_a_phone_call/user6/4-1-2,Radar/19_Make_a_phone_call/user6/4-1-2,Skeleton/19_Make_a_phone_call/user6/4-1-2,Thermal/19_Make_a_phone_call/user6/4-1-2
train__c19__user6__4-1-3,19,Make_a_phone_call,user6,4-1-3,Depth_Color/19_Make_a_phone_call/user6/4-1-3,IMU/19_Make_a_phone_call/user6/4-1-3,IR/19_Make_a_phone_call/user6/4-1-3,Radar/19_Make_a_phone_call/user6/4-1-3,Skeleton/19_Make_a_phone_call/user6/4-1-3,Thermal/19_Make_a_phone_call/user6/4-1-3
train__c19__user8__1-2-1,19,Make_a_phone_call,user8,1-2-1,Depth_Color/19_Make_a_phone_call/user8/1-2-1,IMU/19_Make_a_phone_call/user8/1-2-1,IR/19_Make_a_phone_call/user8/1-2-1,Radar/19_Make_a_phone_call/user8/1-2-1,Skeleton/19_Make_a_phone_call/user8/1-2-1,Thermal/19_Make_a_phone_call/user8/1-2-1
train__c19__user8__1-2-2,19,Make_a_phone_call,user8,1-2-2,Depth_Color/19_Make_a_phone_call/user8/1-2-2,IMU/19_Make_a_phone_call/user8/1-2-2,IR/19_Make_a_phone_call/user8/1-2-2,Radar/19_Make_a_phone_call/user8/1-2-2,Skeleton/19_Make_a_phone_call/user8/1-2-2,Thermal/19_Make_a_phone_call/user8/1-2-2
train__c19__user8__1-2-3,19,Make_a_phone_call,user8,1-2-3,Depth_Color/19_Make_a_phone_call/user8/1-2-3,IMU/19_Make_a_phone_call/user8/1-2-3,IR/19_Make_a_phone_call/user8/1-2-3,Radar/19_Make_a_phone_call/user8/1-2-3,Skeleton/19_Make_a_phone_call/user8/1-2-3,Thermal/19_Make_a_phone_call/user8/1-2-3
train__c19__user8__2-1-1,19,Make_a_phone_call,user8,2-1-1,Depth_Color/19_Make_a_phone_call/user8/2-1-1,IMU/19_Make_a_phone_call/user8/2-1-1,IR/19_Make_a_phone_call/user8/2-1-1,Radar/19_Make_a_phone_call/user8/2-1-1,Skeleton/19_Make_a_phone_call/user8/2-1-1,Thermal/19_Make_a_phone_call/user8/2-1-1
train__c19__user8__2-1-3,19,Make_a_phone_call,user8,2-1-3,Depth_Color/19_Make_a_phone_call/user8/2-1-3,IMU/19_Make_a_phone_call/user8/2-1-3,IR/19_Make_a_phone_call/user8/2-1-3,Radar/19_Make_a_phone_call/user8/2-1-3,Skeleton/19_Make_a_phone_call/user8/2-1-3,Thermal/19_Make_a_phone_call/user8/2-1-3
train__c19__user16__4-1-1,19,Make_a_phone_call,user16,4-1-1,Depth_Color/19_Make_a_phone_call/user16/4-1-1,IMU/19_Make_a_phone_call/user16/4-1-1,IR/19_Make_a_phone_call/user16/4-1-1,Radar/19_Make_a_phone_call/user16/4-1-1,Skeleton/19_Make_a_phone_call/user16/4-1-1,Thermal/19_Make_a_phone_call/user16/4-1-1
train__c19__user16__4-1-2,19,Make_a_phone_call,user16,4-1-2,Depth_Color/19_Make_a_phone_call/user16/4-1-2,IMU/19_Make_a_phone_call/user16/4-1-2,IR/19_Make_a_phone_call/user16/4-1-2,Radar/19_Make_a_phone_call/user16/4-1-2,Skeleton/19_Make_a_phone_call/user16/4-1-2,Thermal/19_Make_a_phone_call/user16/4-1-2
train__c19__user16__4-1-3,19,Make_a_phone_call,user16,4-1-3,Depth_Color/19_Make_a_phone_call/user16/4-1-3,IMU/19_Make_a_phone_call/user16/4-1-3,IR/19_Make_a_phone_call/user16/4-1-3,Radar/19_Make_a_phone_call/user16/4-1-3,Skeleton/19_Make_a_phone_call/user16/4-1-3,Thermal/19_Make_a_phone_call/user16/4-1-3
train__c19__user18__1-2-1,19,Make_a_phone_call,user18,1-2-1,Depth_Color/19_Make_a_phone_call/user18/1-2-1,IMU/19_Make_a_phone_call/user18/1-2-1,IR/19_Make_a_phone_call/user18/1-2-1,Radar/19_Make_a_phone_call/user18/1-2-1,Skeleton/19_Make_a_phone_call/user18/1-2-1,Thermal/19_Make_a_phone_call/user18/1-2-1
train__c19__user18__1-2-2,19,Make_a_phone_call,user18,1-2-2,Depth_Color/19_Make_a_phone_call/user18/1-2-2,IMU/19_Make_a_phone_call/user18/1-2-2,IR/19_Make_a_phone_call/user18/1-2-2,Radar/19_Make_a_phone_call/user18/1-2-2,Skeleton/19_Make_a_phone_call/user18/1-2-2,Thermal/19_Make_a_phone_call/user18/1-2-2
