sample_id,split,class_id,action_name,user_id,trial_id,depth_frames,ir_frames,paired_frames,depth_duplicate_keys,ir_duplicate_keys,depth_unparsed,ir_unparsed,complete_pairing,reason
train__c37__user7__4-1-2,train,37,Take_medicine,user7,4-1-2,17,17,17,0,0,0,0,True,
train__c37__user7__4-1-3,train,37,Take_medicine,user7,4-1-3,12,12,12,0,0,0,0,True,
train__c37__user8__7-1-1,train,37,Take_medicine,user8,7-1-1,48,48,48,0,0,0,0,True,
train__c37__user8__7-1-2,train,37,Take_medicine,user8,7-1-2,28,28,28,0,0,0,0,True,
train__c37__user8__7-1-3,train,37,Take_medicine,user8,7-1-3,30,30,30,0,0,0,0,True,
train__c37__user8__7-2-1,train,37,Take_medicine,user8,7-2-1,31,31,31,0,0,0,0,True,
train__c37__user8__7-2-2,train,37,Take_medicine,user8,7-2-2,4,4,4,0,0,0,0,True,
train__c37__user8__7-2-3,train,37,Take_medicine,user8,7-2-3,20,20,20,0,0,0,0,True,
train__c37__user9__6-2-1,train,37,Take_medicine,user9,6-2-1,44,44,44,0,0,0,0,True,
train__c37__user9__6-2-2,train,37,Take_medicine,user9,6-2-2,29,29,29,0,0,0,0,True,
train__c37__user9__6-2-3,train,37,Take_medicine,user9,6-2-3,35,35,35,0,0,0,0,True,
train__c37__user9__7-1-1,train,37,Take_medicine,user9,7-1-1,19,19,19,0,0,0,0,True,
train__c37__user9__7-1-2,train,37,Take_medicine,user9,7-1-2,19,19,19,0,0,0,0,True,
train__c37__user9__7-1-3,train,37,Take_medicine,user9,7-1-3,35,35,35,0,0,0,0,True,
train__c39__user16__6-2-1,train,39,Take_body_temperature,user16,6-2-1,39,39,39,0,0,0,0,True,
train__c39__user16__6-2-2,train,39,Take_body_temperature,user16,6-2-2,33,33,33,0,0,0,0,True,
train__c39__user16__6-2-3,train,39,Take_body_temperature,user16,6-2-3,45,45,45,0,0,0,0,True,
train__c39__user18__7-1-1,train,39,Take_body_temperature,user18,7-1-1,43,43,43,0,0,0,0,True,
train__c39__user18__7-1-2,train,39,Take_body_temperature,user18,7-1-2,23,23,23,0,0,0,0,True,
train__c39__user18__7-1-3,train,39,Take_body_temperature,user18,7-1-3,16,16,16,0,0,0,0,True,
train__c39__user19__6-2-1,train,39,Take_body_temperature,user19,6-2-1,22,22,22,0,0,0,0,True,
train__c39__user19__6-2-2,train,39,Take_body_temperature,user19,6-2-2,12,12,12,0,0,0,0,True,
train__c39__user19__6-2-3,train,39,Take_body_temperature,user19,6-2-3,26,26,26,0,0,0,0,True,
train__c39__user19__7-1-1,train,39,Take_body_temperature,user19,7-1-1,43,43,43,0,0,0,0,True,
train__c39__user19__7-1-2,train,39,Take_body_temperature,user19,7-1-2,27,27,27,0,0,0,0,True,
train__c39__user19__7-1-3,train,39,Take_body_temperature,user19,7-1-3,21,21,21,0,0,0,0,True,
train__c39__user21__3-2-1,train,39,Take_body_temperature,user21,3-2-1,29,29,29,0,0,0,0,True,
train__c39__user21__3-2-2,train,39,Take_body_temperature,user21,3-2-2,22,22,22,0,0,0,0,True,
train__c39__user21__3-2-3,train,39,Take_body_temperature,user21,3-2-3,11,11,11,0,0,0,0,True,
train__c39__user21__6-1-1,train,39,Take_body_temperature,user21,6-1-1,24,24,24,0,0,0,0,True,
train__c39__user21__6-1-2,train,39,Take_body_temperature,user21,6-1-2,6,6,6,0,0,0,0,True,
train__c39__user21__6-1-3,train,39,Take_body_temperature,user21,6-1-3,3,3,3,0,0,0,0,True,
train__c39__user22__5-1-1,train,39,Take_body_temperature,user22,5-1-1,25,25,25,0,0,0,0,True,
train__c39__user22__5-1-2,train,39,Take_body_temperature,user22,5-1-2,13,13,13,0,0,0,0,True,
train__c39__user22__5-1-3,train,39,Take_body_temperature,user22,5-1-3,8,8,8,0,0,0,0,True,
train__c39__user2__2-2-1,train,39,Take_body_temperature,user2,2-2-1,48,48,48,0,0,0,0,True,
train__c39__user2__2-2-2,train,39,Take_body_temperature,user2,2-2-2,46,46,46,0,0,0,0,True,
train__c39__user2__2-2-3,train,39,Take_body_temperature,user2,2-2-3,18,18,18,0,0,0,0,True,
train__c39__user3__2-2-2,train,39,Take_body_temperature,user3,2-2-2,14,14,14,0,0,0,0,True,
train__c39__user3__2-2-3,train,39,Take_body_temperature,user3,2-2-3,31,31,31,0,0,0,0,True,
train__c39__user6__6-2-1,train,39,Take_body_temperature,user6,6-2-1,30,30,30,0,0,0,0,True,
train__c39__user6__6-2-2,train,39,Take_body_temperature,user6,6-2-2,13,13,13,0,0,0,0,True,
train__c39__user6__6-2-3,train,39,Take_body_temperature,user6,6-2-3,24,24,24,0,0,0,0,True,
train__c39__user7__4-1-1,train,39,Take_body_temperature,user7,4-1-1,13,13,13,0,0,0,0,True,
train__c39__user7__4-1-3,train,39,Take_body_temperature,user7,4-1-3,12,12,12,0,0,0,0,True,
train__c39__user7__7-1-1,train,39,Take_body_temperature,user7,7-1-1,41,41,41,0,0,0,0,True,
train__c39__user7__7-1-2,train,39,Take_body_temperature,user7,7-1-2,23,23,23,0,0,0,0,True,
train__c39__user7__7-1-3,train,39,Take_body_temperature,user7,7-1-3,10,10,10,0,0,0,0,True,
train__c39__user9__6-2-1,train,39,Take_body_temperature,user9,6-2-1,10,10,10,0,0,0,0,True,
train__c39__user9__6-2-2,train,39,Take_body_temperature,user9,6-2-2,6,6,6,0,0,0,0,True,
train__c39__user9__6-2-3,train,39,Take_body_temperature,user9,6-2-3,10,10,10,0,0,0,0,True,
train__c39__user9__7-1-1,train,39,Take_body_temperature,user9,7-1-1,16,16,16,0,0,0,0,True,
train__c39__user9__7-1-2,train,39,Take_body_temperature,user9,7-1-2,20,20,20,0,0,0,0,True,
train__c39__user9__7-1-3,train,39,Take_body_temperature,user9,7-1-3,12,12,12,0,0,0,0,True,
train__c06__user23__5-3-3,validation,6,Drink_water,user23,5-3-3,10,10,10,0,0,0,0,True,
train__c06__user24__2-1-1,validation,6,Drink_water,user24,2-1-1,25,25,25,0,0,0,0,True,
train__c06__user24__2-1-2,validation,6,Drink_water,user24,2-1-2,27,27,27,0,0,0,0,True,
train__c06__user24__2-1-3,validation,6,Drink_water,user24,2-1-3,14,14,14,0,0,0,0,True,
train__c06__user24__4-2-1,validation,6,Drink_water,user24,4-2-1,42,42,42,0,0,0,0,True,
train__c06__user24__4-2-2,validation,6,Drink_water,user24,4-2-2,30,30,30,0,0,0,0,True,
train__c06__user24__4-2-3,validation,6,Drink_water,user24,4-2-3,17,17,17,0,0,0,0,True,
train__c06__user4__2-1-1,validation,6,Drink_water,user4,2-1-1,37,37,37,0,0,0,0,True,
train__c06__user4__2-1-2,validation,6,Drink_water,user4,2-1-2,34,34,34,0,0,0,0,True,
train__c06__user4__2-1-3,validation,6,Drink_water,user4,2-1-3,18,18,18,0,0,0,0,True,
train__c06__user4__4-2-1,validation,6,Drink_water,user4,4-2-1,87,87,87,0,0,0,0,True,
train__c06__user4__4-2-2,validation,6,Drink_water,user4,4-2-2,41,41,41,0,0,0,0,True,
train__c06__user4__4-2-3,validation,6,Drink_water,user4,4-2-3,33,33,33,0,0,0,0,True,
train__c07__user17__1-2-1,validation,7,Eat_food,user17,1-2-1,22,22,22,0,0,0,0,True,
train__c07__user17__1-2-2,validation,7,Eat_food,user17,1-2-2,8,8,8,0,0,0,0,True,
train__c07__user17__1-2-3,validation,7,Eat_food,user17,1-2-3,23,23,23,0,0,0,0,True,
train__c07__user17__2-2-1,validation,7,Eat_food,user17,2-2-1,45,45,45,0,0,0,0,True,
train__c07__user17__2-2-2,validation,7,Eat_food,user17,2-2-2,45,45,45,0,0,0,0,True,
train__c07__user17__2-2-3,validation,7,Eat_food,user17,2-2-3,20,20,20,0,0,0,0,True,
train__c07__user17__3-2-1,validation,7,Eat_food,user17,3-2-1,37,37,37,0,0,0,0,True,
train__c07__user17__3-2-2,validation,7,Eat_food,user17,3-2-2,34,34,34,0,0,0,0,True,
train__c07__user17__3-2-3,validation,7,Eat_food,user17,3-2-3,26,26,26,0,0,0,0,True,
train__c07__user17__5-2-1,validation,7,Eat_food,user17,5-2-1,30,30,30,0,0,0,0,True,
train__c07__user17__5-2-2,validation,7,Eat_food,user17,5-2-2,26,26,26,0,0,0,0,True,
train__c07__user17__5-2-3,validation,7,Eat_food,user17,5-2-3,22,22,22,0,0,0,0,True,
train__c07__user17__7-2-1,validation,7,Eat_food,user17,7-2-1,42,42,42,0,0,0,0,True,
train__c07__user17__7-2-2,validation,7,Eat_food,user17,7-2-2,28,28,28,0,0,0,0,True,
train__c07__user17__7-2-3,validation,7,Eat_food,user17,7-2-3,30,30,30,0,0,0,0,True,
train__c07__user23__2-3-1,validation,7,Eat_food,user23,2-3-1,31,31,31,0,0,0,0,True,
train__c07__user23__2-3-2,validation,7,Eat_food,user23,2-3-2,12,12,12,0,0,0,0,True,
train__c07__user23__2-3-3,validation,7,Eat_food,user23,2-3-3,24,24,24,0,0,0,0,True,
train__c07__user24__2-1-1,validation,7,Eat_food,user24,2-1-1,16,16,16,0,0,0,0,True,
train__c07__user24__2-1-2,validation,7,Eat_food,user24,2-1-2,25,25,25,0,0,0,0,True,
train__c07__user24__2-1-3,validation,7,Eat_food,user24,2-1-3,17,17,17,0,0,0,0,True,
train__c07__user4__1-2-2,validation,7,Eat_food,user4,1-2-2,34,34,34,0,0,0,0,True,
train__c07__user4__1-2-3,validation,7,Eat_food,user4,1-2-3,27,27,27,0,0,0,0,True,
train__c07__user4__2-1-1,validation,7,Eat_food,user4,2-1-1,72,72,72,0,0,0,0,True,
train__c07__user4__2-1-2,validation,7,Eat_food,user4,2-1-2,22,22,22,0,0,0,0,True,
train__c07__user4__2-1-3,validation,7,Eat_food,user4,2-1-3,24,24,24,0,0,0,0,True,
train__c07__user4__5-1-1,validation,7,Eat_food,user4,5-1-1,13,13,13,0,0,0,0,True,
train__c07__user4__5-1-2,validation,7,Eat_food,user4,5-1-2,24,24,24,0,0,0,0,True,
train__c07__user4__5-1-3,validation,7,Eat_food,user4,5-1-3,33,33,33,0,0,0,0,True,
train__c07__user4__7-2-1,validation,7,Eat_food,user4,7-2-1,30,30,30,0,0,0,0,True,
train__c07__user4__7-2-2,validation,7,Eat_food,user4,7-2-2,17,17,17,0,0,0,0,True,
train__c07__user4__7-2-3,validation,7,Eat_food,user4,7-2-3,21,21,21,0,0,0,0,True,
train__c10__user17__2-1-1,validation,10,Stir_drinks,user17,2-1-1,33,33,33,0,0,0,0,True,
train__c10__user17__2-1-2,validation,10,Stir_drinks,user17,2-1-2,28,28,28,0,0,0,0,True,
train__c10__user17__2-1-3,validation,10,Stir_drinks,user17,2-1-3,22,22,22,0,0,0,0,True,
train__c10__user17__2-2-1,validation,10,Stir_drinks,user17,2-2-1,27,27,27,0,0,0,0,True,
train__c10__user17__2-2-2,validation,10,Stir_drinks,user17,2-2-2,28,28,28,0,0,0,0,True,
train__c10__user17__2-2-3,validation,10,Stir_drinks,user17,2-2-3,20,20,20,0,0,0,0,True,
train__c10__user17__5-2-1,validation,10,Stir_drinks,user17,5-2-1,22,22,22,0,0,0,0,True,
train__c10__user17__5-2-2,validation,10,Stir_drinks,user17,5-2-2,12,12,12,0,0,0,0,True,
train__c10__user17__5-2-3,validation,10,Stir_drinks,user17,5-2-3,15,15,15,0,0,0,0,True,
train__c10__user23__5-3-3,validation,10,Stir_drinks,user23,5-3-3,7,7,7,0,0,0,0,True,
train__c10__user4__1-2-1,validation,10,Stir_drinks,user4,1-2-1,33,33,33,0,0,0,0,True,
train__c10__user4__1-2-2,validation,10,Stir_drinks,user4,1-2-2,38,38,38,0,0,0,0,True,
train__c10__user4__1-2-3,validation,10,Stir_drinks,user4,1-2-3,26,26,26,0,0,0,0,True,
train__c10__user4__5-1-1,validation,10,Stir_drinks,user4,5-1-1,49,49,49,0,0,0,0,True,
train__c10__user4__5-1-2,validation,10,Stir_drinks,user4,5-1-2,62,62,62,0,0,0,0,True,
train__c10__user4__5-1-3,validation,10,Stir_drinks,user4,5-1-3,27,27,27,0,0,0,0,True,
train__c14__user17__3-2-1,validation,14,Wipe_bowls,user17,3-2-1,46,46,46,0,0,0,0,True,
train__c14__user17__3-2-2,validation,14,Wipe_bowls,user17,3-2-2,29,29,29,0,0,0,0,True,
train__c14__user17__3-2-3,validation,14,Wipe_bowls,user17,3-2-3,37,37,37,0,0,0,0,True,
train__c14__user4__4-2-1,validation,14,Wipe_bowls,user4,4-2-1,50,50,50,0,0,0,0,True,
train__c14__user4__4-2-2,validation,14,Wipe_bowls,user4,4-2-2,68,68,68,0,0,0,0,True,
train__c14__user4__4-2-3,validation,14,Wipe_bowls,user4,4-2-3,31,31,31,0,0,0,0,True,
train__c19__user23__4-2-1,validation,19,Make_a_phone_call,user23,4-2-1,22,22,22,0,0,0,0,True,
train__c19__user23__4-2-2,validation,19,Make_a_phone_call,user23,4-2-2,37,37,37,0,0,0,0,True,
train__c19__user23__4-2-3,validation,19,Make_a_phone_call,user23,4-2-3,18,18,18,0,0,0,0,True,
train__c19__user24__3-2-1,validation,19,Make_a_phone_call,user24,3-2-1,29,29,29,0,0,0,0,True,
train__c19__user24__3-2-2,validation,19,Make_a_phone_call,user24,3-2-2,12,12,12,0,0,0,0,True,
train__c19__user24__3-2-3,validation,19,Make_a_phone_call,user24,3-2-3,23,23,23,0,0,0,0,True,
train__c19__user4__6-1-2,validation,19,Make_a_phone_call,user4,6-1-2,34,34,34,0,0,0,0,True,
train__c19__user4__6-1-3,validation,19,Make_a_phone_call,user4,6-1-3,38,38,38,0,0,0,0,True,
train__c22__user24__1-2-1,validation,22,Turn_pages,user24,1-2-1,46,46,46,0,0,0,0,True,
train__c22__user24__1-2-2,validation,22,Turn_pages,user24,1-2-2,31,31,31,0,0,0,0,True,
train__c22__user24__1-2-3,validation,22,Turn_pages,user24,1-2-3,41,41,41,0,0,0,0,True,
train__c22__user24__7-2-1,validation,22,Turn_pages,user24,7-2-1,14,14,14,0,0,0,0,True,
train__c22__user24__7-2-2,validation,22,Turn_pages,user24,7-2-2,28,28,28,0,0,0,0,True,
train__c22__user24__7-2-3,validation,22,Turn_pages,user24,7-2-3,43,43,43,0,0,0,0,True,
train__c22__user4__4-1-1,validation,22,Turn_pages,user4,4-1-1,36,36,36,0,0,0,0,True,
train__c22__user4__4-1-2,validation,22,Turn_pages,user4,4-1-2,34,34,34,0,0,0,0,True,
train__c22__user4__4-1-3,validation,22,Turn_pages,user4,4-1-3,41,41,41,0,0,0,0,True,
train__c25__user24__2-2-1,validation,25,Watch_TV,user24,2-2-1,39,39,39,0,0,0,0,True,
train__c25__user24__2-2-2,validation,25,Watch_TV,user24,2-2-2,25,25,25,0,0,0,0,True,
train__c25__user24__2-2-3,validation,25,Watch_TV,user24,2-2-3,17,17,17,0,0,0,0,True,
train__c25__user24__5-3-1,validation,25,Watch_TV,user24,5-3-1,14,14,14,0,0,0,0,True,
train__c25__user24__5-3-2,validation,25,Watch_TV,user24,5-3-2,29,29,29,0,0,0,0,True,
train__c25__user24__5-3-3,validation,25,Watch_TV,user24,5-3-3,28,28,28,0,0,0,0,True,
train__c26__user23__5-1-1,validation,26,Play_games,user23,5-1-1,43,43,43,0,0,0,0,True,
train__c26__user23__5-1-2,validation,26,Play_games,user23,5-1-2,52,52,52,0,0,0,0,True,
train__c26__user23__5-1-3,validation,26,Play_games,user23,5-1-3,21,21,21,0,0,0,0,True,
train__c26__user24__4-1-1,validation,26,Play_games,user24,4-1-1,41,41,41,0,0,0,0,True,
train__c26__user24__4-1-2,validation,26,Play_games,user24,4-1-2,11,11,11,0,0,0,0,True,
train__c26__user24__4-1-3,validation,26,Play_games,user24,4-1-3,22,22,22,0,0,0,0,True,
train__c26__user24__4-3-1,validation,26,Play_games,user24,4-3-1,46,46,46,0,0,0,0,True,
train__c26__user24__4-3-2,validation,26,Play_games,user24,4-3-2,28,28,28,0,0,0,0,True,
train__c26__user24__4-3-3,validation,26,Play_games,user24,4-3-3,14,14,14,0,0,0,0,True,
train__c26__user24__5-3-1,validation,26,Play_games,user24,5-3-1,23,23,23,0,0,0,0,True,
train__c26__user24__5-3-2,validation,26,Play_games,user24,5-3-2,19,19,19,0,0,0,0,True,
train__c26__user24__5-3-3,validation,26,Play_games,user24,5-3-3,27,27,27,0,0,0,0,True,
train__c27__user17__1-2-1,validation,27,Take_a_selfie,user17,1-2-1,46,46,46,0,0,0,0,True,
train__c27__user17__1-2-2,validation,27,Take_a_selfie,user17,1-2-2,21,21,21,0,0,0,0,True,
train__c27__user17__1-2-3,validation,27,Take_a_selfie,user17,1-2-3,30,30,30,0,0,0,0,True,
train__c27__user23__3-2-2,validation,27,Take_a_selfie,user23,3-2-2,22,22,22,0,0,0,0,True,
train__c27__user23__3-2-3,validation,27,Take_a_selfie,user23,3-2-3,29,29,29,0,0,0,0,True,
train__c27__user23__4-2-1,validation,27,Take_a_selfie,user23,4-2-1,41,41,41,0,0,0,0,True,
train__c27__user23__4-2-2,validation,27,Take_a_selfie,user23,4-2-2,42,42,42,0,0,0,0,True,
train__c27__user23__4-2-3,validation,27,Take_a_selfie,user23,4-2-3,9,9,9,0,0,0,0,True,
train__c27__user24__1-1-1,validation,27,Take_a_selfie,user24,1-1-1,29,29,29,0,0,0,0,True,
train__c27__user24__1-1-2,validation,27,Take_a_selfie,user24,1-1-2,23,23,23,0,0,0,0,True,
train__c27__user24__1-1-3,validation,27,Take_a_selfie,user24,1-1-3,16,16,16,0,0,0,0,True,
train__c27__user4__3-2-1,validation,27,Take_a_selfie,user4,3-2-1,28,28,28,0,0,0,0,True,
train__c27__user4__3-2-2,validation,27,Take_a_selfie,user4,3-2-2,26,26,26,0,0,0,0,True,
train__c27__user4__3-2-3,validation,27,Take_a_selfie,user4,3-2-3,16,16,16,0,0,0,0,True,
train__c37__user17__4-1-1,validation,37,Take_medicine,user17,4-1-1,27,27,27,0,0,0,0,True,
train__c37__user17__4-1-2,validation,37,Take_medicine,user17,4-1-2,23,23,23,0,0,0,0,True,
train__c37__user17__4-1-3,validation,37,Take_medicine,user17,4-1-3,13,13,13,0,0,0,0,True,
train__c37__user23__7-1-1,validation,37,Take_medicine,user23,7-1-1,42,42,42,0,0,0,0,True,
train__c37__user23__7-1-3,validation,37,Take_medicine,user23,7-1-3,20,20,20,0,0,0,0,True,
train__c37__user23__7-2-1,validation,37,Take_medicine,user23,7-2-1,30,30,30,0,0,0,0,True,
train__c37__user23__7-2-2,validation,37,Take_medicine,user23,7-2-2,24,24,24,0,0,0,0,True,
train__c37__user23__7-2-3,validation,37,Take_medicine,user23,7-2-3,10,10,10,0,0,0,0,True,
train__c37__user24__5-2-1,validation,37,Take_medicine,user24,5-2-1,50,50,50,0,0,0,0,True,
train__c37__user24__5-2-2,validation,37,Take_medicine,user24,5-2-2,34,34,34,0,0,0,0,True,
train__c37__user24__5-2-3,validation,37,Take_medicine,user24,5-2-3,19,19,19,0,0,0,0,True,
train__c37__user24__7-1-1,validation,37,Take_medicine,user24,7-1-1,26,26,26,0,0,0,0,True,
train__c37__user24__7-1-2,validation,37,Take_medicine,user24,7-1-2,14,14,14,0,0,0,0,True,
train__c37__user24__7-1-3,validation,37,Take_medicine,user24,7-1-3,19,19,19,0,0,0,0,True,
train__c37__user4__7-1-1,validation,37,Take_medicine,user4,7-1-1,73,73,73,0,0,0,0,True,
train__c37__user4__7-1-2,validation,37,Take_medicine,user4,7-1-2,128,128,128,0,0,0,0,True,
train__c37__user4__7-1-3,validation,37,Take_medicine,user4,7-1-3,77,77,77,0,0,0,0,True,
train__c39__user17__4-1-1,validation,39,Take_body_temperature,user17,4-1-1,96,96,96,0,0,0,0,True,
train__c39__user17__4-1-2,validation,39,Take_body_temperature,user17,4-1-2,31,31,31,0,0,0,0,True,
train__c39__user17__4-1-3,validation,39,Take_body_temperature,user17,4-1-3,26,26,26,0,0,0,0,True,
train__c39__user17__7-1-1,validation,39,Take_body_temperature,user17,7-1-1,39,39,39,0,0,0,0,True,
train__c39__user17__7-1-2,validation,39,Take_body_temperature,user17,7-1-2,28,28,28,0,0,0,0,True,
train__c39__user17__7-1-3,validation,39,Take_body_temperature,user17,7-1-3,23,23,23,0,0,0,0,True,
train__c39__user23__7-2-1,validation,39,Take_body_temperature,user23,7-2-1,30,30,30,0,0,0,0,True,
train__c39__user23__7-2-2,validation,39,Take_body_temperature,user23,7-2-2,29,29,29,0,0,0,0,True,
train__c39__user23__7-2-3,validation,39,Take_body_temperature,user23,7-2-3,28,28,28,0,0,0,0,True,
train__c39__user24__5-2-1,validation,39,Take_body_temperature,user24,5-2-1,14,14,14,0,0,0,0,True,
train__c39__user24__5-2-2,validation,39,Take_body_temperature,user24,5-2-2,11,11,11,0,0,0,0,True,
train__c39__user24__5-2-3,validation,39,Take_body_temperature,user24,5-2-3,7,7,7,0,0,0,0,True,
train__c39__user24__7-1-1,validation,39,Take_body_temperature,user24,7-1-1,38,38,38,0,0,0,0,True,
train__c39__user24__7-1-2,validation,39,Take_body_temperature,user24,7-1-2,10,10,10,0,0,0,0,True,
train__c39__user24__7-1-3,validation,39,Take_body_temperature,user24,7-1-3,13,13,13,0,0,0,0,True,
