sample_id,split,class_id,action_name,user_id,trial_id,depth_frames,ir_frames,paired_frames,depth_unparsed,ir_unparsed,duplicate_pair_keys,duplicate_timestamps,unreadable_images,complete_pairing,reason
train__c26__user19__3-1-1,train,26,Play_games,user19,3-1-1,32,32,32,0,0,0,0,0,True,
train__c26__user19__3-1-2,train,26,Play_games,user19,3-1-2,48,48,48,0,0,0,0,0,True,
train__c26__user19__3-1-3,train,26,Play_games,user19,3-1-3,28,28,28,0,0,0,0,0,True,
train__c26__user19__5-1-1,train,26,Play_games,user19,5-1-1,59,59,59,0,0,0,0,0,True,
train__c26__user19__5-1-2,train,26,Play_games,user19,5-1-2,43,43,43,0,0,0,0,0,True,
train__c26__user19__5-1-3,train,26,Play_games,user19,5-1-3,39,39,39,0,0,0,0,0,True,
train__c26__user19__5-3-1,train,26,Play_games,user19,5-3-1,32,32,32,0,0,0,0,0,True,
train__c26__user19__5-3-2,train,26,Play_games,user19,5-3-2,24,24,24,0,0,0,0,0,True,
train__c26__user19__6-2-1,train,26,Play_games,user19,6-2-1,19,19,19,0,0,0,0,0,True,
train__c26__user19__6-2-2,train,26,Play_games,user19,6-2-2,6,6,6,0,0,0,0,0,True,
train__c26__user19__6-2-3,train,26,Play_games,user19,6-2-3,16,16,16,0,0,0,0,0,True,
train__c26__user6__5-3-1,train,26,Play_games,user6,5-3-1,26,26,26,0,0,0,0,0,True,
train__c26__user6__5-3-2,train,26,Play_games,user6,5-3-2,23,23,23,0,0,0,0,0,True,
train__c26__user9__3-1-1,train,26,Play_games,user9,3-1-1,67,67,67,0,0,0,0,0,True,
train__c26__user9__3-1-2,train,26,Play_games,user9,3-1-2,43,43,43,0,0,0,0,0,True,
train__c26__user9__3-1-3,train,26,Play_games,user9,3-1-3,47,47,47,0,0,0,0,0,True,
train__c26__user9__5-1-1,train,26,Play_games,user9,5-1-1,62,62,62,0,0,0,0,0,True,
train__c26__user9__5-1-2,train,26,Play_games,user9,5-1-2,57,57,57,0,0,0,0,0,True,
train__c26__user9__5-1-3,train,26,Play_games,user9,5-1-3,37,37,37,0,0,0,0,0,True,
train__c26__user9__5-3-1,train,26,Play_games,user9,5-3-1,23,23,23,0,0,0,0,0,True,
train__c26__user9__5-3-2,train,26,Play_games,user9,5-3-2,18,18,18,0,0,0,0,0,True,
train__c26__user9__5-3-3,train,26,Play_games,user9,5-3-3,27,27,27,0,0,0,0,0,True,
train__c26__user9__6-2-1,train,26,Play_games,user9,6-2-1,15,15,15,0,0,0,0,0,True,
train__c26__user9__6-2-2,train,26,Play_games,user9,6-2-2,7,7,7,0,0,0,0,0,True,
train__c26__user9__6-2-3,train,26,Play_games,user9,6-2-3,9,9,9,0,0,0,0,0,True,
train__c27__user18__1-2-1,train,27,Take_a_selfie,user18,1-2-1,35,35,35,0,0,0,0,0,True,
train__c27__user18__1-2-2,train,27,Take_a_selfie,user18,1-2-2,49,49,49,0,0,0,0,0,True,
train__c27__user18__1-2-3,train,27,Take_a_selfie,user18,1-2-3,23,23,23,0,0,0,0,0,True,
train__c27__user19__6-2-1,train,27,Take_a_selfie,user19,6-2-1,33,33,33,0,0,0,0,0,True,
train__c27__user19__6-2-2,train,27,Take_a_selfie,user19,6-2-2,17,17,17,0,0,0,0,0,True,
train__c27__user19__6-2-3,train,27,Take_a_selfie,user19,6-2-3,18,18,18,0,0,0,0,0,True,
train__c27__user1__5-1-1,train,27,Take_a_selfie,user1,5-1-1,76,76,76,0,0,0,0,0,True,
train__c27__user1__5-1-2,train,27,Take_a_selfie,user1,5-1-2,153,153,153,0,0,0,0,0,True,
train__c27__user1__5-1-3,train,27,Take_a_selfie,user1,5-1-3,105,105,105,0,0,0,0,0,True,
train__c27__user20__7-2-1,train,27,Take_a_selfie,user20,7-2-1,45,45,45,0,0,0,0,0,True,
train__c27__user20__7-2-2,train,27,Take_a_selfie,user20,7-2-2,43,43,43,0,0,0,0,0,True,
train__c27__user20__7-2-3,train,27,Take_a_selfie,user20,7-2-3,13,13,13,0,0,0,0,0,True,
train__c27__user21__5-1-1,train,27,Take_a_selfie,user21,5-1-1,10,10,10,0,0,0,0,0,True,
train__c27__user21__5-1-2,train,27,Take_a_selfie,user21,5-1-2,10,10,10,0,0,0,0,0,True,
train__c27__user21__5-1-3,train,27,Take_a_selfie,user21,5-1-3,14,14,14,0,0,0,0,0,True,
train__c27__user22__4-2-1,train,27,Take_a_selfie,user22,4-2-1,36,36,36,0,0,0,0,0,True,
train__c27__user22__4-2-2,train,27,Take_a_selfie,user22,4-2-2,24,24,24,0,0,0,0,0,True,
train__c27__user22__4-2-3,train,27,Take_a_selfie,user22,4-2-3,14,14,14,0,0,0,0,0,True,
train__c27__user7__1-2-1,train,27,Take_a_selfie,user7,1-2-1,32,32,32,0,0,0,0,0,True,
train__c27__user7__1-2-2,train,27,Take_a_selfie,user7,1-2-2,23,23,23,0,0,0,0,0,True,
train__c27__user7__1-2-3,train,27,Take_a_selfie,user7,1-2-3,23,23,23,0,0,0,0,0,True,
train__c27__user8__1-2-1,train,27,Take_a_selfie,user8,1-2-1,35,35,35,0,0,0,0,0,True,
train__c27__user8__1-2-2,train,27,Take_a_selfie,user8,1-2-2,19,19,19,0,0,0,0,0,True,
train__c27__user8__1-2-3,train,27,Take_a_selfie,user8,1-2-3,19,19,19,0,0,0,0,0,True,
train__c27__user9__6-2-1,train,27,Take_a_selfie,user9,6-2-1,13,13,13,0,0,0,0,0,True,
train__c27__user9__6-2-2,train,27,Take_a_selfie,user9,6-2-2,11,11,11,0,0,0,0,0,True,
train__c27__user9__6-2-3,train,27,Take_a_selfie,user9,6-2-3,13,13,13,0,0,0,0,0,True,
train__c28__user16__4-1-1,train,28,Jog_in_place,user16,4-1-1,38,38,38,0,0,0,0,0,True,
train__c28__user16__4-1-2,train,28,Jog_in_place,user16,4-1-2,39,39,39,0,0,0,0,0,True,
train__c28__user16__4-1-3,train,28,Jog_in_place,user16,4-1-3,42,42,42,0,0,0,0,0,True,
train__c28__user18__5-1-1,train,28,Jog_in_place,user18,5-1-1,26,26,26,0,0,0,0,0,True,
train__c28__user18__5-1-2,train,28,Jog_in_place,user18,5-1-2,34,34,34,0,0,0,0,0,True,
train__c28__user18__5-1-3,train,28,Jog_in_place,user18,5-1-3,16,16,16,0,0,0,0,0,True,
train__c28__user22__7-2-1,train,28,Jog_in_place,user22,7-2-1,34,34,34,0,0,0,0,0,True,
train__c28__user22__7-2-2,train,28,Jog_in_place,user22,7-2-2,22,22,22,0,0,0,0,0,True,
train__c28__user22__7-2-3,train,28,Jog_in_place,user22,7-2-3,12,12,12,0,0,0,0,0,True,
train__c28__user2__5-1-1,train,28,Jog_in_place,user2,5-1-1,97,97,97,0,0,0,0,0,True,
train__c28__user2__5-1-2,train,28,Jog_in_place,user2,5-1-2,85,85,85,0,0,0,0,0,True,
train__c28__user2__5-1-3,train,28,Jog_in_place,user2,5-1-3,76,76,76,0,0,0,0,0,True,
train__c28__user2__6-1-1,train,28,Jog_in_place,user2,6-1-1,42,42,42,0,0,0,0,0,True,
train__c28__user2__6-1-2,train,28,Jog_in_place,user2,6-1-2,43,43,43,0,0,0,0,0,True,
train__c28__user3__2-1-1,train,28,Jog_in_place,user3,2-1-1,54,54,54,0,0,0,0,0,True,
train__c28__user3__2-1-2,train,28,Jog_in_place,user3,2-1-2,53,53,53,0,0,0,0,0,True,
train__c28__user3__2-1-3,train,28,Jog_in_place,user3,2-1-3,37,37,37,0,0,0,0,0,True,
train__c28__user6__4-1-1,train,28,Jog_in_place,user6,4-1-1,20,20,20,0,0,0,0,0,True,
train__c28__user6__4-1-2,train,28,Jog_in_place,user6,4-1-2,14,14,14,0,0,0,0,0,True,
train__c28__user6__4-1-3,train,28,Jog_in_place,user6,4-1-3,7,7,7,0,0,0,0,0,True,
train__c28__user7__3-1-1,train,28,Jog_in_place,user7,3-1-1,52,52,52,0,0,0,0,0,True,
train__c28__user7__3-1-2,train,28,Jog_in_place,user7,3-1-2,32,32,32,0,0,0,0,0,True,
train__c28__user7__3-1-3,train,28,Jog_in_place,user7,3-1-3,29,29,29,0,0,0,0,0,True,
train__c28__user8__5-1-1,train,28,Jog_in_place,user8,5-1-1,34,34,34,0,0,0,0,0,True,
train__c28__user8__5-1-2,train,28,Jog_in_place,user8,5-1-2,24,24,24,0,0,0,0,0,True,
train__c28__user8__5-1-3,train,28,Jog_in_place,user8,5-1-3,32,32,32,0,0,0,0,0,True,
train__c29__user16__3-1-1,train,29,Do_squats,user16,3-1-1,70,70,70,0,0,0,0,0,True,
train__c29__user16__3-1-2,train,29,Do_squats,user16,3-1-2,59,59,59,0,0,0,0,0,True,
train__c29__user16__3-1-3,train,29,Do_squats,user16,3-1-3,32,32,32,0,0,0,0,0,True,
train__c29__user18__6-1-1,train,29,Do_squats,user18,6-1-1,39,39,39,0,0,0,0,0,True,
train__c29__user18__6-1-2,train,29,Do_squats,user18,6-1-2,31,31,31,0,0,0,0,0,True,
train__c29__user18__6-1-3,train,29,Do_squats,user18,6-1-3,28,28,28,0,0,0,0,0,True,
train__c29__user19__2-2-1,train,29,Do_squats,user19,2-2-1,38,38,38,0,0,0,0,0,True,
train__c29__user19__2-2-2,train,29,Do_squats,user19,2-2-2,33,33,33,0,0,0,0,0,True,
train__c29__user19__2-2-3,train,29,Do_squats,user19,2-2-3,18,18,18,0,0,0,0,0,True,
train__c29__user19__3-3-1,train,29,Do_squats,user19,3-3-1,39,39,39,0,0,0,0,0,True,
train__c29__user19__3-3-2,train,29,Do_squats,user19,3-3-2,21,21,21,0,0,0,0,0,True,
train__c29__user19__3-3-3,train,29,Do_squats,user19,3-3-3,14,14,14,0,0,0,0,0,True,
train__c29__user19__4-2-1,train,29,Do_squats,user19,4-2-1,22,22,22,0,0,0,0,0,True,
train__c29__user19__4-2-2,train,29,Do_squats,user19,4-2-2,21,21,21,0,0,0,0,0,True,
train__c29__user19__4-2-3,train,29,Do_squats,user19,4-2-3,16,16,16,0,0,0,0,0,True,
train__c29__user19__5-3-1,train,29,Do_squats,user19,5-3-1,27,27,27,0,0,0,0,0,True,
train__c29__user19__5-3-2,train,29,Do_squats,user19,5-3-2,28,28,28,0,0,0,0,0,True,
train__c29__user19__5-3-3,train,29,Do_squats,user19,5-3-3,15,15,15,0,0,0,0,0,True,
train__c29__user1__1-1-1,train,29,Do_squats,user1,1-1-1,50,50,50,0,0,0,0,0,True,
train__c29__user1__1-1-2,train,29,Do_squats,user1,1-1-2,54,54,54,0,0,0,0,0,True,
train__c29__user1__1-1-3,train,29,Do_squats,user1,1-1-3,26,26,26,0,0,0,0,0,True,
train__c29__user1__3-2-1,train,29,Do_squats,user1,3-2-1,34,34,34,0,0,0,0,0,True,
train__c29__user1__3-2-2,train,29,Do_squats,user1,3-2-2,64,64,64,0,0,0,0,0,True,
train__c29__user1__3-2-3,train,29,Do_squats,user1,3-2-3,51,51,51,0,0,0,0,0,True,
train__c29__user20__1-2-1,train,29,Do_squats,user20,1-2-1,19,19,19,0,0,0,0,0,True,
train__c29__user20__1-2-2,train,29,Do_squats,user20,1-2-2,18,18,18,0,0,0,0,0,True,
train__c29__user20__1-2-3,train,29,Do_squats,user20,1-2-3,17,17,17,0,0,0,0,0,True,
train__c29__user20__6-1-1,train,29,Do_squats,user20,6-1-1,37,37,37,0,0,0,0,0,True,
train__c29__user20__6-1-2,train,29,Do_squats,user20,6-1-2,19,19,19,0,0,0,0,0,True,
train__c29__user20__6-1-3,train,29,Do_squats,user20,6-1-3,38,38,38,0,0,0,0,0,True,
train__c29__user21__3-2-1,train,29,Do_squats,user21,3-2-1,17,17,17,0,0,0,0,0,True,
train__c29__user21__3-2-2,train,29,Do_squats,user21,3-2-2,26,26,26,0,0,0,0,0,True,
train__c29__user21__3-2-3,train,29,Do_squats,user21,3-2-3,18,18,18,0,0,0,0,0,True,
train__c29__user22__6-2-1,train,29,Do_squats,user22,6-2-1,11,11,11,0,0,0,0,0,True,
train__c29__user22__6-2-2,train,29,Do_squats,user22,6-2-2,36,36,36,0,0,0,0,0,True,
train__c29__user22__6-2-3,train,29,Do_squats,user22,6-2-3,41,41,41,0,0,0,0,0,True,
train__c29__user2__2-2-1,train,29,Do_squats,user2,2-2-1,61,61,61,0,0,0,0,0,True,
train__c29__user2__2-2-2,train,29,Do_squats,user2,2-2-2,69,69,69,0,0,0,0,0,True,
train__c29__user2__2-2-3,train,29,Do_squats,user2,2-2-3,42,42,42,0,0,0,0,0,True,
train__c29__user2__5-1-1,train,29,Do_squats,user2,5-1-1,77,77,77,0,0,0,0,0,True,
train__c29__user2__5-1-2,train,29,Do_squats,user2,5-1-2,62,62,62,0,0,0,0,0,True,
train__c29__user2__5-1-3,train,29,Do_squats,user2,5-1-3,39,39,39,0,0,0,0,0,True,
train__c29__user3__2-1-1,train,29,Do_squats,user3,2-1-1,55,55,55,0,0,0,0,0,True,
train__c29__user3__2-1-2,train,29,Do_squats,user3,2-1-2,36,36,36,0,0,0,0,0,True,
train__c29__user3__2-1-3,train,29,Do_squats,user3,2-1-3,27,27,27,0,0,0,0,0,True,
train__c29__user6__3-1-1,train,29,Do_squats,user6,3-1-1,17,17,17,0,0,0,0,0,True,
train__c29__user6__3-1-2,train,29,Do_squats,user6,3-1-2,47,47,47,0,0,0,0,0,True,
train__c29__user6__3-1-3,train,29,Do_squats,user6,3-1-3,16,16,16,0,0,0,0,0,True,
train__c29__user7__4-1-1,train,29,Do_squats,user7,4-1-1,34,34,34,0,0,0,0,0,True,
train__c29__user7__4-1-2,train,29,Do_squats,user7,4-1-2,5,5,5,0,0,0,0,0,True,
train__c29__user7__4-1-3,train,29,Do_squats,user7,4-1-3,14,14,14,0,0,0,0,0,True,
train__c29__user9__2-2-1,train,29,Do_squats,user9,2-2-1,22,22,22,0,0,0,0,0,True,
train__c29__user9__2-2-2,train,29,Do_squats,user9,2-2-2,19,19,19,0,0,0,0,0,True,
train__c29__user9__2-2-3,train,29,Do_squats,user9,2-2-3,16,16,16,0,0,0,0,0,True,
train__c29__user9__3-3-1,train,29,Do_squats,user9,3-3-1,8,8,8,0,0,0,0,0,True,
train__c29__user9__3-3-2,train,29,Do_squats,user9,3-3-2,9,9,9,0,0,0,0,0,True,
train__c29__user9__3-3-3,train,29,Do_squats,user9,3-3-3,15,15,15,0,0,0,0,0,True,
train__c29__user9__4-2-2,train,29,Do_squats,user9,4-2-2,15,15,15,0,0,0,0,0,True,
train__c29__user9__4-2-3,train,29,Do_squats,user9,4-2-3,14,14,14,0,0,0,0,0,True,
train__c29__user9__5-3-1,train,29,Do_squats,user9,5-3-1,18,18,18,0,0,0,0,0,True,
train__c29__user9__5-3-2,train,29,Do_squats,user9,5-3-2,18,18,18,0,0,0,0,0,True,
train__c29__user9__5-3-3,train,29,Do_squats,user9,5-3-3,14,14,14,0,0,0,0,0,True,
train__c30__user16__6-1-1,train,30,Do_jumping_jacks,user16,6-1-1,31,31,31,0,0,0,0,0,True,
train__c30__user16__6-1-2,train,30,Do_jumping_jacks,user16,6-1-2,45,45,45,0,0,0,0,0,True,
train__c30__user16__6-1-3,train,30,Do_jumping_jacks,user16,6-1-3,36,36,36,0,0,0,0,0,True,
train__c30__user18__6-2-1,train,30,Do_jumping_jacks,user18,6-2-1,19,19,19,0,0,0,0,0,True,
train__c30__user18__6-2-2,train,30,Do_jumping_jacks,user18,6-2-2,15,15,15,0,0,0,0,0,True,
train__c30__user18__6-2-3,train,30,Do_jumping_jacks,user18,6-2-3,17,17,17,0,0,0,0,0,True,
train__c30__user19__2-2-1,train,30,Do_jumping_jacks,user19,2-2-1,41,41,41,0,0,0,0,0,True,
train__c30__user19__2-2-2,train,30,Do_jumping_jacks,user19,2-2-2,32,32,32,0,0,0,0,0,True,
train__c30__user19__2-2-3,train,30,Do_jumping_jacks,user19,2-2-3,19,19,19,0,0,0,0,0,True,
train__c30__user1__1-1-1,train,30,Do_jumping_jacks,user1,1-1-1,52,52,52,0,0,0,0,0,True,
train__c30__user1__1-1-2,train,30,Do_jumping_jacks,user1,1-1-2,57,57,57,0,0,0,0,0,True,
train__c30__user1__1-1-3,train,30,Do_jumping_jacks,user1,1-1-3,34,34,34,0,0,0,0,0,True,
train__c30__user20__6-1-1,train,30,Do_jumping_jacks,user20,6-1-1,31,31,31,0,0,0,0,0,True,
train__c30__user20__6-1-2,train,30,Do_jumping_jacks,user20,6-1-2,26,26,26,0,0,0,0,0,True,
train__c30__user20__6-1-3,train,30,Do_jumping_jacks,user20,6-1-3,36,36,36,0,0,0,0,0,True,
train__c30__user21__3-2-1,train,30,Do_jumping_jacks,user21,3-2-1,23,23,23,0,0,0,0,0,True,
train__c30__user21__3-2-2,train,30,Do_jumping_jacks,user21,3-2-2,36,36,36,0,0,0,0,0,True,
train__c30__user21__3-2-3,train,30,Do_jumping_jacks,user21,3-2-3,18,18,18,0,0,0,0,0,True,
train__c30__user22__6-2-1,train,30,Do_jumping_jacks,user22,6-2-1,35,35,35,0,0,0,0,0,True,
train__c30__user22__6-2-2,train,30,Do_jumping_jacks,user22,6-2-2,54,54,54,0,0,0,0,0,True,
train__c30__user22__6-2-3,train,30,Do_jumping_jacks,user22,6-2-3,24,24,24,0,0,0,0,0,True,
train__c30__user2__5-1-1,train,30,Do_jumping_jacks,user2,5-1-1,61,61,61,0,0,0,0,0,True,
train__c30__user2__5-1-2,train,30,Do_jumping_jacks,user2,5-1-2,36,36,36,0,0,0,0,0,True,
train__c30__user2__5-1-3,train,30,Do_jumping_jacks,user2,5-1-3,46,46,46,0,0,0,0,0,True,
train__c30__user2__6-1-1,train,30,Do_jumping_jacks,user2,6-1-1,55,55,55,0,0,0,0,0,True,
train__c30__user2__6-1-2,train,30,Do_jumping_jacks,user2,6-1-2,45,45,45,0,0,0,0,0,True,
train__c30__user6__6-1-1,train,30,Do_jumping_jacks,user6,6-1-1,42,42,42,0,0,0,0,0,True,
train__c30__user6__6-1-2,train,30,Do_jumping_jacks,user6,6-1-2,37,37,37,0,0,0,0,0,True,
train__c30__user6__6-1-3,train,30,Do_jumping_jacks,user6,6-1-3,41,41,41,0,0,0,0,0,True,
train__c30__user7__2-2-1,train,30,Do_jumping_jacks,user7,2-2-1,47,47,47,0,0,0,0,0,True,
train__c30__user7__2-2-2,train,30,Do_jumping_jacks,user7,2-2-2,37,37,37,0,0,0,0,0,True,
train__c30__user7__2-2-3,train,30,Do_jumping_jacks,user7,2-2-3,30,30,30,0,0,0,0,0,True,
train__c30__user8__6-2-1,train,30,Do_jumping_jacks,user8,6-2-1,8,8,8,0,0,0,0,0,True,
train__c30__user8__6-2-2,train,30,Do_jumping_jacks,user8,6-2-2,10,10,10,0,0,0,0,0,True,
train__c30__user8__6-2-3,train,30,Do_jumping_jacks,user8,6-2-3,21,21,21,0,0,0,0,0,True,
train__c30__user9__2-2-1,train,30,Do_jumping_jacks,user9,2-2-1,15,15,15,0,0,0,0,0,True,
train__c30__user9__2-2-2,train,30,Do_jumping_jacks,user9,2-2-2,16,16,16,0,0,0,0,0,True,
train__c30__user9__2-2-3,train,30,Do_jumping_jacks,user9,2-2-3,4,4,4,0,0,0,0,0,True,
train__c31__user18__5-1-1,train,31,Do_stretching_exercises,user18,5-1-1,14,14,14,0,0,0,0,0,True,
train__c31__user18__5-1-2,train,31,Do_stretching_exercises,user18,5-1-2,21,21,21,0,0,0,0,0,True,
train__c31__user18__5-1-3,train,31,Do_stretching_exercises,user18,5-1-3,10,10,10,0,0,0,0,0,True,
train__c31__user18__6-1-1,train,31,Do_stretching_exercises,user18,6-1-1,37,37,37,0,0,0,0,0,True,
train__c31__user18__6-1-2,train,31,Do_stretching_exercises,user18,6-1-2,46,46,46,0,0,0,0,0,True,
train__c31__user18__6-1-3,train,31,Do_stretching_exercises,user18,6-1-3,35,35,35,0,0,0,0,0,True,
train__c31__user18__6-2-1,train,31,Do_stretching_exercises,user18,6-2-1,22,22,22,0,0,0,0,0,True,
train__c31__user18__6-2-2,train,31,Do_stretching_exercises,user18,6-2-2,22,22,22,0,0,0,0,0,True,
train__c31__user18__6-2-3,train,31,Do_stretching_exercises,user18,6-2-3,32,32,32,0,0,0,0,0,True,
train__c31__user19__1-1-1,train,31,Do_stretching_exercises,user19,1-1-1,26,26,26,0,0,0,0,0,True,
train__c31__user19__1-1-2,train,31,Do_stretching_exercises,user19,1-1-2,37,37,37,0,0,0,0,0,True,
train__c31__user19__1-1-3,train,31,Do_stretching_exercises,user19,1-1-3,63,63,63,0,0,0,0,0,True,
train__c31__user19__4-2-1,train,31,Do_stretching_exercises,user19,4-2-1,31,31,31,0,0,0,0,0,True,
train__c31__user19__4-2-2,train,31,Do_stretching_exercises,user19,4-2-2,46,46,46,0,0,0,0,0,True,
train__c31__user19__4-2-3,train,31,Do_stretching_exercises,user19,4-2-3,19,19,19,0,0,0,0,0,True,
train__c31__user1__7-1-1,train,31,Do_stretching_exercises,user1,7-1-1,50,50,50,0,0,0,0,0,True,
train__c31__user1__7-1-2,train,31,Do_stretching_exercises,user1,7-1-2,70,70,70,0,0,0,0,0,True,
train__c31__user1__7-1-3,train,31,Do_stretching_exercises,user1,7-1-3,39,39,39,0,0,0,0,0,True,
train__c31__user20__1-2-1,train,31,Do_stretching_exercises,user20,1-2-1,33,33,33,0,0,0,0,0,True,
train__c31__user20__1-2-2,train,31,Do_stretching_exercises,user20,1-2-2,33,33,33,0,0,0,0,0,True,
train__c31__user20__1-2-3,train,31,Do_stretching_exercises,user20,1-2-3,23,23,23,0,0,0,0,0,True,
train__c31__user22__3-2-1,train,31,Do_stretching_exercises,user22,3-2-1,15,15,15,0,0,0,0,0,True,
train__c31__user22__3-2-2,train,31,Do_stretching_exercises,user22,3-2-2,7,7,7,0,0,0,0,0,True,
train__c31__user22__3-2-3,train,31,Do_stretching_exercises,user22,3-2-3,13,13,13,0,0,0,0,0,True,
train__c31__user22__6-2-1,train,31,Do_stretching_exercises,user22,6-2-1,50,50,50,0,0,0,0,0,True,
train__c31__user22__6-2-2,train,31,Do_stretching_exercises,user22,6-2-2,43,43,43,0,0,0,0,0,True,
train__c31__user22__6-2-3,train,31,Do_stretching_exercises,user22,6-2-3,21,21,21,0,0,0,0,0,True,
train__c31__user22__7-3-1,train,31,Do_stretching_exercises,user22,7-3-1,18,18,18,0,0,0,0,0,True,
train__c31__user22__7-3-2,train,31,Do_stretching_exercises,user22,7-3-2,19,19,19,0,0,0,0,0,True,
train__c31__user22__7-3-3,train,31,Do_stretching_exercises,user22,7-3-3,27,27,27,0,0,0,0,0,True,
train__c31__user2__1-2-1,train,31,Do_stretching_exercises,user2,1-2-1,21,21,21,0,0,0,0,0,True,
train__c31__user2__1-2-2,train,31,Do_stretching_exercises,user2,1-2-2,40,40,40,0,0,0,0,0,True,
train__c31__user2__1-2-3,train,31,Do_stretching_exercises,user2,1-2-3,29,29,29,0,0,0,0,0,True,
train__c31__user2__2-2-1,train,31,Do_stretching_exercises,user2,2-2-1,76,76,76,0,0,0,0,0,True,
train__c31__user2__2-2-2,train,31,Do_stretching_exercises,user2,2-2-2,36,36,36,0,0,0,0,0,True,
train__c31__user2__2-2-3,train,31,Do_stretching_exercises,user2,2-2-3,15,15,15,0,0,0,0,0,True,
train__c31__user2__6-1-1,train,31,Do_stretching_exercises,user2,6-1-1,29,29,29,0,0,0,0,0,True,
train__c31__user2__6-1-2,train,31,Do_stretching_exercises,user2,6-1-2,19,19,19,0,0,0,0,0,True,
train__c31__user2__7-3-1,train,31,Do_stretching_exercises,user2,7-3-1,48,48,48,0,0,0,0,0,True,
train__c31__user2__7-3-2,train,31,Do_stretching_exercises,user2,7-3-2,45,45,45,0,0,0,0,0,True,
train__c31__user2__7-3-3,train,31,Do_stretching_exercises,user2,7-3-3,35,35,35,0,0,0,0,0,True,
train__c31__user3__2-1-1,train,31,Do_stretching_exercises,user3,2-1-1,46,46,46,0,0,0,0,0,True,
train__c31__user3__2-1-2,train,31,Do_stretching_exercises,user3,2-1-2,52,52,52,0,0,0,0,0,True,
train__c31__user3__2-1-3,train,31,Do_stretching_exercises,user3,2-1-3,33,33,33,0,0,0,0,0,True,
train__c31__user3__7-1-1,train,31,Do_stretching_exercises,user3,7-1-1,39,39,39,0,0,0,0,0,True,
train__c31__user3__7-1-2,train,31,Do_stretching_exercises,user3,7-1-2,40,40,40,0,0,0,0,0,True,
train__c31__user3__7-1-3,train,31,Do_stretching_exercises,user3,7-1-3,47,47,47,0,0,0,0,0,True,
train__c31__user7__2-2-1,train,31,Do_stretching_exercises,user7,2-2-1,43,43,43,0,0,0,0,0,True,
train__c31__user7__2-2-2,train,31,Do_stretching_exercises,user7,2-2-2,42,42,42,0,0,0,0,0,True,
train__c31__user7__2-2-3,train,31,Do_stretching_exercises,user7,2-2-3,29,29,29,0,0,0,0,0,True,
train__c31__user7__4-1-1,train,31,Do_stretching_exercises,user7,4-1-1,16,16,16,0,0,0,0,0,True,
train__c31__user7__4-1-2,train,31,Do_stretching_exercises,user7,4-1-2,14,14,14,0,0,0,0,0,True,
train__c31__user7__4-1-3,train,31,Do_stretching_exercises,user7,4-1-3,8,8,8,0,0,0,0,0,True,
train__c31__user8__5-1-1,train,31,Do_stretching_exercises,user8,5-1-1,27,27,27,0,0,0,0,0,True,
train__c31__user8__5-1-2,train,31,Do_stretching_exercises,user8,5-1-2,23,23,23,0,0,0,0,0,True,
train__c31__user8__5-1-3,train,31,Do_stretching_exercises,user8,5-1-3,8,8,8,0,0,0,0,0,True,
train__c31__user8__6-1-1,train,31,Do_stretching_exercises,user8,6-1-1,14,14,14,0,0,0,0,0,True,
train__c31__user8__6-1-2,train,31,Do_stretching_exercises,user8,6-1-2,25,25,25,0,0,0,0,0,True,
train__c31__user8__6-1-3,train,31,Do_stretching_exercises,user8,6-1-3,22,22,22,0,0,0,0,0,True,
train__c31__user8__6-2-1,train,31,Do_stretching_exercises,user8,6-2-1,49,49,49,0,0,0,0,0,True,
train__c31__user8__6-2-2,train,31,Do_stretching_exercises,user8,6-2-2,27,27,27,0,0,0,0,0,True,
train__c31__user8__6-2-3,train,31,Do_stretching_exercises,user8,6-2-3,44,44,44,0,0,0,0,0,True,
train__c31__user9__1-1-1,train,31,Do_stretching_exercises,user9,1-1-1,37,37,37,0,0,0,0,0,True,
train__c31__user9__1-1-2,train,31,Do_stretching_exercises,user9,1-1-2,10,10,10,0,0,0,0,0,True,
train__c31__user9__1-1-3,train,31,Do_stretching_exercises,user9,1-1-3,14,14,14,0,0,0,0,0,True,
train__c31__user9__4-2-2,train,31,Do_stretching_exercises,user9,4-2-2,38,38,38,0,0,0,0,0,True,
train__c31__user9__4-2-3,train,31,Do_stretching_exercises,user9,4-2-3,11,11,11,0,0,0,0,0,True,
train__c32__user16__3-1-1,train,32,Stand_up,user16,3-1-1,12,12,12,0,0,0,0,0,True,
train__c32__user16__3-1-2,train,32,Stand_up,user16,3-1-2,38,38,38,0,0,0,0,0,True,
train__c32__user16__3-1-3,train,32,Stand_up,user16,3-1-3,10,10,10,0,0,0,0,0,True,
train__c32__user16__4-1-1,train,32,Stand_up,user16,4-1-1,8,8,8,0,0,0,0,0,True,
train__c32__user16__4-1-2,train,32,Stand_up,user16,4-1-2,11,11,11,0,0,0,0,0,True,
train__c32__user16__4-1-3,train,32,Stand_up,user16,4-1-3,14,14,14,0,0,0,0,0,True,
train__c32__user18__5-1-1,train,32,Stand_up,user18,5-1-1,7,7,7,0,0,0,0,0,True,
train__c32__user18__5-1-2,train,32,Stand_up,user18,5-1-2,6,6,6,0,0,0,0,0,True,
train__c32__user18__6-2-1,train,32,Stand_up,user18,6-2-1,6,6,6,0,0,0,0,0,True,
train__c32__user18__6-2-2,train,32,Stand_up,user18,6-2-2,6,6,6,0,0,0,0,0,True,
